"subtrack_length","mean_displacement","mean_maxdisplacement"
1,7.89024104978986,7.89024104978986
2,13.979695116959,14.5693185033082
3,20.4349301882346,21.1882393792298
4,26.871214354831,27.7561513313405
5,33.2772747114055,34.2643956600016
6,39.6054577170745,40.7045970326413
7,45.8844587598207,47.0911966605313
8,52.1042745783435,53.4070266763329
9,58.2387500104674,59.646688065118
10,64.3069462565814,65.8183726785954
11,70.3046396775901,71.912341514629
12,76.2488034835814,77.9499801287275
13,82.0913566488996,83.9086524027546
14,87.8763991613988,89.8138364163391
15,93.5847134221637,95.6403492866986
16,99.2133437874769,101.379809944822
17,104.748879168196,107.015579186593
18,110.221729740339,112.59019181349
19,115.632405009081,118.104493739035
20,120.924852682507,123.518502311976
