"subtrack_length","mean_displacement","mean_maxdisplacement"
1,4.92980720431446,4.92980720431446
2,9.63067233082078,9.69275399599304
3,14.3212111493309,14.419685764306
4,18.9933427298735,19.1215898908042
5,23.6325404667379,23.7965124214622
6,28.2478896218804,28.4488165256843
7,32.8392385343482,33.0817140427068
8,37.4031613349807,37.6929047041546
9,41.9367342489689,42.2797876188394
10,46.4409443722241,46.8435196411372
11,50.9146920540941,51.3848575100412
12,55.3545086172874,55.8968499352529
13,59.7628652386959,60.3862779651241
14,64.1405270859903,64.8514797231425
15,68.4890345775417,69.2891263317257
16,72.7982263287436,73.6928650586666
17,77.0754356116954,78.0724227159112
18,81.3308537712752,82.4346149227663
19,85.5547333049315,86.7678870111449
20,89.7523302653373,91.0796287801969
