tframe,y,x,track_no
1,946,7,1
2,946,7,1
3,946,12,1
4,946,17,1
5,946,27,1
6,946,33,1
7,945,40,1
8,945,43,1
9,945,53,1
10,945,61,1
11,946,68,1
12,946,77,1
13,947,81,1
14,947,83,1
15,947,83,1
16,947,81,1
17,946,81,1
18,946,82,1
19,947,82,1
20,947,82,1
21,947,81,1
22,947,80,1
23,947,81,1
24,947,82,1
25,946,81,1
26,946,83,1
27,946,83,1
28,946,85,1
29,946,85,1
30,946,85,1
31,946,83,1
32,946,82,1
33,946,79,1
34,946,79,1
35,946,77,1
36,946,76,1
37,946,76,1
38,945,76,1
39,945,72,1
40,945,68,1
41,945,65,1
42,946,62,1
43,946,61,1
44,947,60,1
45,946,58,1
46,946,53,1
47,946,47,1
48,946,47,1
49,946,48,1
50,946,46,1
51,946,48,1
52,946,47,1
53,946,45,1
54,946,38,1
55,946,39,1
56,946,40,1
57,946,35,1
58,946,34,1
59,945,30,1
60,946,24,1
61,945,21,1
62,945,17,1
63,945,13,1
64,947,6,1
65,946,4,1
68,769,1373,1
69,769,1368,1
70,769,1362,1
71,769,1357,1
72,769,1353,1
73,769,1350,1
74,770,1345,1
75,769,1338,1
76,769,1334,1
77,769,1329,1
78,769,1321,1
79,768,1311,1
80,768,1302,1
81,768,1293,1
82,768,1288,1
83,768,1282,1
84,768,1275,1
85,768,1268,1
86,769,1259,1
87,768,1253,1
88,768,1246,1
89,767,1244,1
90,768,1243,1
91,768,1240,1
92,768,1238,1
93,768,1233,1
94,768,1231,1
95,767,1227,1
96,767,1223,1
97,768,1219,1
98,768,1216,1
99,768,1209,1
100,768,1202,1
101,768,1199,1
102,768,1193,1
103,767,1190,1
104,767,1179,1
105,767,1169,1
106,767,1160,1
107,767,1151,1
108,767,1143,1
109,767,1138,1
110,767,1135,1
111,767,1133,1
112,767,1128,1
113,767,1124,1
114,767,1120,1
115,767,1115,1
116,767,1108,1
117,767,1105,1
118,767,1101,1
119,767,1093,1
120,767,1085,1
121,767,1077,1
122,767,1069,1
123,767,1064,1
124,766,1062,1
125,767,1058,1
126,767,1056,1
127,767,1053,1
128,767,1051,1
129,767,1047,1
130,767,1045,1
131,767,1042,1
132,767,1039,1
133,767,1033,1
134,767,1029,1
135,767,1021,1
136,767,1018,1
137,767,1014,1
138,767,1005,1
139,767,1001,1
140,767,998,1
141,767,993,1
142,767,987,1
143,767,983,1
144,768,974,1
145,767,966,1
146,767,960,1
147,767,957,1
148,767,953,1
149,767,949,1
150,767,948,1
151,767,944,1
152,767,939,1
153,767,937,1
154,767,934,1
155,767,929,1
156,767,929,1
157,767,924,1
158,767,921,1
159,767,918,1
160,767,917,1
161,767,913,1
162,767,909,1
163,767,907,1
164,767,903,1
165,767,899,1
166,767,892,1
167,767,887,1
168,767,882,1
169,767,878,1
170,767,875,1
171,768,875,1
172,767,881,1
173,767,880,1
174,767,880,1
175,767,883,1
176,767,887,1
177,767,889,1
178,767,893,1
179,767,895,1
180,767,894,1
181,767,895,1
182,767,896,1
183,767,899,1
184,767,903,1
185,767,902,1
186,767,909,1
187,767,915,1
188,767,920,1
189,767,926,1
190,767,932,1
191,767,940,1
192,767,946,1
193,767,951,1
194,767,956,1
195,768,962,1
196,768,967,1
197,768,968,1
198,768,973,1
199,768,977,1
200,768,985,1
201,768,989,1
202,768,995,1
203,768,995,1
204,768,998,1
205,768,998,1
206,768,998,1
207,768,998,1
208,768,1003,1
209,768,1005,1
210,767,1013,1
211,767,1014,1
212,767,1008,1
213,767,1005,1
214,767,1006,1
1,947,6,2
2,947,7,2
3,947,15,2
4,947,27,2
5,947,33,2
6,947,37,2
7,947,40,2
8,947,51,2
9,947,61,2
10,947,71,2
11,947,75,2
12,947,80,2
13,947,81,2
14,947,83,2
15,947,85,2
16,947,92,2
17,947,105,2
18,947,109,2
19,947,113,2
20,947,118,2
21,947,129,2
22,947,138,2
23,947,143,2
24,947,153,2
25,947,157,2
26,947,168,2
27,947,179,2
28,947,187,2
29,947,196,2
30,947,204,2
31,947,213,2
32,947,219,2
33,947,223,2
34,947,222,2
35,947,219,2
36,947,217,2
37,947,217,2
38,947,218,2
39,947,215,2
40,947,211,2
41,946,213,2
42,946,214,2
43,947,214,2
44,947,207,2
45,947,208,2
46,947,203,2
47,947,202,2
48,947,204,2
49,947,200,2
50,947,195,2
51,947,187,2
52,947,187,2
53,947,185,2
54,947,179,2
55,947,177,2
56,947,171,2
57,947,171,2
58,947,171,2
59,947,173,2
60,947,165,2
61,947,165,2
62,947,161,2
63,947,157,2
64,947,155,2
65,947,154,2
66,947,146,2
67,947,137,2
68,947,129,2
69,947,129,2
70,947,124,2
71,947,117,2
72,947,109,2
73,947,105,2
74,948,97,2
75,948,87,2
76,947,83,2
77,947,76,2
78,947,67,2
79,947,59,2
80,947,48,2
81,947,39,2
82,947,35,2
83,947,33,2
84,947,31,2
85,947,31,2
86,947,25,2
87,947,15,2
88,948,13,2
89,948,7,2
90,948,0,2
93,249,1368,2
94,249,1360,2
95,249,1352,2
96,249,1346,2
97,249,1337,2
98,249,1335,2
99,249,1328,2
100,249,1323,2
101,249,1319,2
102,249,1313,2
103,249,1307,2
104,249,1305,2
105,249,1299,2
106,249,1287,2
107,249,1279,2
108,249,1269,2
109,249,1259,2
110,249,1253,2
111,249,1244,2
112,249,1238,2
113,249,1233,2
114,249,1231,2
115,249,1231,2
116,250,1225,2
117,250,1221,2
118,250,1217,2
119,250,1215,2
120,250,1209,2
121,250,1203,2
122,250,1197,2
123,250,1191,2
124,250,1184,2
125,250,1181,2
126,250,1181,2
127,250,1181,2
128,250,1181,2
129,250,1181,2
130,250,1179,2
131,250,1179,2
132,250,1179,2
133,250,1179,2
134,250,1179,2
135,251,1181,2
136,251,1181,2
137,251,1183,2
138,250,1190,2
139,249,1293,2
140,250,1291,2
141,250,1291,2
142,250,1289,2
143,250,1291,2
144,250,1294,2
145,250,1293,2
146,250,1293,2
147,250,1295,2
148,250,1294,2
149,250,1298,2
150,250,1296,2
151,250,1295,2
152,250,1295,2
153,250,1292,2
154,250,1296,2
155,250,1293,2
156,250,1290,2
157,250,1285,2
158,250,1281,2
159,250,1272,2
160,250,1272,2
161,250,1270,2
162,250,1262,2
