tframe,y,x,track_no
1,534,7,1
2,534,7,1
3,534,12,1
4,535,19,1
5,536,32,1
6,536,36,1
7,536,40,1
8,536,56,1
9,536,66,1
10,536,71,1
11,536,74,1
12,536,83,1
13,537,93,1
14,537,100,1
15,537,106,1
16,537,110,1
17,537,116,1
18,537,120,1
19,537,126,1
20,537,132,1
21,537,146,1
22,537,157,1
23,537,171,1
24,537,183,1
25,537,187,1
26,537,193,1
27,537,204,1
28,537,214,1
29,537,215,1
30,537,223,1
31,537,231,1
32,537,243,1
33,537,251,1
34,537,258,1
35,537,265,1
36,537,275,1
37,536,282,1
38,536,291,1
39,536,291,1
40,536,301,1
41,536,307,1
42,536,313,1
43,536,321,1
44,536,323,1
45,536,326,1
46,537,329,1
47,537,333,1
48,537,337,1
49,537,343,1
50,537,347,1
51,537,350,1
52,537,357,1
53,537,361,1
54,537,363,1
55,537,366,1
56,537,373,1
57,537,383,1
58,537,387,1
59,537,395,1
60,537,393,1
61,537,403,1
62,537,410,1
63,537,413,1
64,537,418,1
65,537,419,1
66,537,423,1
67,536,424,1
68,537,424,1
69,537,425,1
70,537,425,1
71,537,425,1
72,537,431,1
73,537,429,1
74,537,426,1
75,537,427,1
76,537,426,1
77,537,425,1
78,537,425,1
79,537,423,1
80,537,420,1
81,537,420,1
82,537,417,1
83,537,414,1
84,537,409,1
85,537,403,1
86,537,401,1
87,537,400,1
88,537,396,1
89,537,393,1
90,537,388,1
91,536,389,1
92,536,381,1
93,536,380,1
94,536,382,1
95,536,382,1
96,536,382,1
97,537,378,1
98,537,374,1
99,536,369,1
100,536,364,1
101,536,358,1
102,536,353,1
103,536,349,1
104,536,342,1
105,536,338,1
106,536,335,1
107,536,327,1
108,536,326,1
109,536,325,1
110,536,321,1
111,536,313,1
112,536,308,1
113,536,301,1
114,536,298,1
115,536,292,1
116,536,293,1
117,536,292,1
118,536,300,1
119,536,296,1
120,537,293,1
121,536,293,1
122,536,301,1
123,536,304,1
124,536,302,1
125,536,303,1
126,536,303,1
127,536,302,1
128,536,294,1
129,536,290,1
130,536,282,1
131,536,282,1
132,536,280,1
133,536,278,1
134,536,279,1
135,536,280,1
136,536,278,1
137,536,280,1
138,536,285,1
139,536,289,1
140,536,291,1
141,536,296,1
142,537,297,1
143,537,299,1
144,537,305,1
145,537,309,1
146,536,311,1
147,536,311,1
148,536,309,1
149,537,307,1
150,537,303,1
151,537,303,1
152,537,303,1
153,536,305,1
154,537,304,1
155,537,296,1
156,537,295,1
157,537,295,1
158,537,290,1
159,537,289,1
160,537,282,1
161,537,272,1
162,537,272,1
163,536,273,1
164,536,269,1
165,536,269,1
166,537,264,1
167,537,257,1
168,537,253,1
169,537,248,1
170,537,239,1
171,537,241,1
172,536,242,1
173,537,239,1
174,537,235,1
175,537,234,1
176,537,229,1
177,537,223,1
178,537,222,1
179,537,220,1
180,537,221,1
181,538,217,1
182,538,213,1
183,538,210,1
184,538,206,1
185,538,197,1
186,540,194,1
187,540,192,1
190,1083,657,1
191,1083,656,1
192,1083,654,1
193,1083,651,1
194,1083,648,1
195,1083,644,1
196,1083,641,1
197,1083,637,1
198,1083,633,1
199,1083,627,1
200,1083,620,1
201,1083,615,1
202,1083,607,1
203,1083,601,1
204,1083,597,1
205,1083,589,1
206,1083,582,1
207,1083,578,1
208,1083,573,1
209,1083,571,1
210,1083,567,1
211,1083,564,1
212,1083,558,1
213,1083,555,1
214,1083,549,1
215,1083,547,1
216,1083,541,1
217,1083,537,1
218,1083,532,1
219,1083,529,1
220,1083,526,1
221,1083,523,1
222,1084,517,1
223,1084,508,1
224,1083,501,1
225,1083,497,1
226,1083,492,1
227,1083,485,1
228,1083,481,1
229,1083,481,1
230,1083,476,1
231,1083,471,1
232,1024,465,1
233,1083,460,1
234,1083,457,1
235,1083,453,1
1,1014,420,2
2,1014,416,2
3,1014,416,2
4,1014,414,2
5,1014,421,2
6,1014,422,2
7,1014,420,2
8,1014,419,2
9,1014,415,2
10,1014,413,2
11,1013,409,2
12,1014,405,2
13,1014,405,2
14,1014,404,2
15,1014,399,2
16,1014,395,2
17,1014,395,2
18,1014,388,2
19,1014,384,2
20,1014,383,2
21,1014,373,2
22,1014,370,2
23,1015,368,2
24,1014,364,2
25,1014,358,2
26,1014,353,2
27,1014,345,2
28,1014,338,2
29,1014,336,2
30,1014,337,2
31,1014,329,2
32,1014,325,2
33,1013,324,2
34,1014,315,2
35,1014,313,2
36,1014,301,2
37,1014,295,2
38,1014,293,2
39,1014,286,2
40,1014,281,2
41,1014,277,2
42,1014,269,2
43,1014,265,2
44,1014,259,2
45,1014,255,2
46,1014,251,2
47,1014,250,2
48,1014,243,2
49,1014,239,2
50,1014,231,2
51,1014,225,2
52,1014,216,2
53,1014,205,2
54,1014,195,2
55,1014,189,2
56,1014,182,2
57,1014,173,2
58,1013,168,2
59,1014,160,2
60,1014,155,2
61,1014,155,2
62,1013,149,2
63,1014,141,2
64,1013,137,2
65,1013,129,2
66,1014,117,2
67,1014,110,2
68,1014,103,2
69,1013,99,2
70,1014,96,2
71,1014,86,2
72,1014,82,2
73,1014,76,2
74,1014,69,2
75,1014,63,2
76,1013,56,2
77,1014,48,2
78,1014,42,2
79,1014,37,2
80,1015,33,2
81,1014,30,2
82,1014,27,2
83,1014,23,2
84,1014,17,2
85,1014,13,2
86,1014,11,2
87,1014,6,2
88,1014,2,2
91,17,1371,2
92,17,1368,2
93,17,1364,2
94,17,1360,2
95,18,1353,2
96,18,1347,2
97,17,1342,2
98,17,1339,2
99,18,1335,2
100,18,1329,2
101,18,1322,2
102,18,1316,2
103,17,1309,2
104,17,1303,2
105,17,1296,2
106,17,1290,2
107,17,1286,2
108,18,1280,2
109,18,1271,2
110,17,1267,2
111,17,1264,2
112,17,1259,2
113,17,1253,2
114,17,1248,2
115,17,1243,2
116,17,1239,2
117,17,1234,2
118,17,1231,2
119,17,1228,2
120,17,1220,2
121,17,1215,2
122,19,1213,2
123,18,1210,2
124,17,1206,2
125,17,1197,2
126,17,1193,2
127,17,1185,2
128,16,1180,2
129,16,1176,2
130,16,1170,2
131,16,1166,2
132,17,1157,2
133,17,1151,2
134,17,1145,2
135,17,1143,2
136,17,1139,2
137,17,1136,2
138,17,1130,2
139,17,1127,2
140,17,1122,2
141,17,1119,2
142,17,1113,2
143,17,1113,2
144,16,1105,2
145,16,1099,2
146,16,1095,2
147,17,1092,2
148,17,1089,2
149,17,1085,2
150,17,1081,2
151,17,1077,2
152,17,1072,2
153,17,1068,2
154,17,1066,2
155,17,1063,2
156,17,1059,2
157,17,1055,2
158,17,1051,2
159,17,1049,2
160,17,1049,2
161,17,1048,2
162,17,1045,2
163,17,1042,2
164,17,1040,2
165,17,1039,2
166,17,1037,2
167,17,1035,2
168,17,1032,2
169,17,1027,2
170,17,1026,2
171,17,1023,2
172,17,1023,2
173,17,1023,2
174,17,1022,2
175,17,1021,2
176,17,1021,2
177,17,1019,2
178,17,1016,2
179,17,1011,2
180,17,1019,2
181,17,1011,2
182,17,1005,2
183,17,1010,2
184,17,1005,2
185,17,1003,2
186,17,999,2
187,17,993,2
188,17,988,2
189,18,987,2
190,18,984,2
191,18,980,2
192,18,975,2
193,17,974,2
194,17,970,2
195,17,964,2
196,17,959,2
197,17,953,2
198,17,949,2
199,17,946,2
200,17,942,2
201,17,939,2
202,17,937,2
203,17,933,2
204,17,929,2
205,17,922,2
206,17,914,2
207,17,911,2
208,17,904,2
209,17,897,2
210,17,891,2
211,17,888,2
212,17,884,2
213,17,879,2
214,17,875,2
215,17,871,2
216,17,867,2
217,17,860,2
218,17,855,2
219,17,847,2
220,17,840,2
221,17,834,2
222,17,827,2
223,17,823,2
224,17,821,2
225,17,821,2
226,17,817,2
227,17,815,2
228,17,813,2
229,17,809,2
230,17,805,2
231,17,800,2
232,17,795,2
233,17,791,2
234,17,787,2
235,17,7,2
1,602,8,3
2,602,0,3
3,602,0,3
4,602,0,3
5,603,0,3
6,602,0,3
7,602,0,3
8,602,0,3
9,602,0,3
10,602,0,3
11,602,0,3
12,602,0,3
13,602,0,3
14,602,0,3
15,602,3,3
16,602,9,3
17,603,9,3
18,603,9,3
19,603,9,3
20,603,8,3
21,603,9,3
22,603,9,3
23,603,9,3
24,603,9,3
25,603,9,3
26,603,8,3
27,603,8,3
28,604,8,3
29,604,8,3
30,604,8,3
31,603,8,3
32,603,8,3
33,603,6,3
34,602,3,3
35,603,0,3
36,602,0,3
37,602,0,3
38,603,0,3
39,603,0,3
40,602,0,3
41,602,0,3
42,602,0,3
43,602,0,3
44,602,0,3
45,602,0,3
46,602,0,3
47,602,0,3
48,602,0,3
49,602,3,3
50,602,9,3
51,602,8,3
52,602,10,3
53,603,17,3
54,602,18,3
55,603,18,3
56,602,17,3
57,602,18,3
58,602,12,3
59,602,11,3
60,603,11,3
61,603,7,3
62,603,4,3
63,602,2,3
64,602,0,3
65,602,0,3
66,602,0,3
67,602,0,3
68,602,7,3
69,603,7,3
70,603,9,3
71,603,9,3
72,603,9,3
73,603,9,3
74,603,8,3
75,603,8,3
76,603,0,3
77,603,0,3
78,603,0,3
79,603,0,3
80,603,0,3
81,603,0,3
84,858,1371,3
85,858,1368,3
86,858,1363,3
87,858,1355,3
88,858,1345,3
89,858,1334,3
90,858,1324,3
91,858,1319,3
92,858,1313,3
93,858,1308,3
94,858,1304,3
95,858,1303,3
96,858,1298,3
97,858,1292,3
98,858,1283,3
99,858,1274,3
100,858,1268,3
101,858,1263,3
102,858,1258,3
103,858,1254,3
104,858,1246,3
105,858,1240,3
106,858,1234,3
107,859,1226,3
108,858,1218,3
109,858,1207,3
110,858,1202,3
111,858,1194,3
112,858,1186,3
113,858,1181,3
114,858,1178,3
115,858,1175,3
116,858,1172,3
117,858,1168,3
118,858,1164,3
119,858,1160,3
120,858,1155,3
121,858,1155,3
122,858,1152,3
123,858,1148,3
124,858,1144,3
125,858,1140,3
126,858,1136,3
127,858,1130,3
128,858,1128,3
129,858,1123,3
130,858,1119,3
131,858,1117,3
132,858,1117,3
133,858,1112,3
134,858,1106,3
135,858,1103,3
136,858,1096,3
137,858,1091,3
138,858,1086,3
139,858,1081,3
140,858,1073,3
141,858,1069,3
142,858,1065,3
143,858,1057,3
144,859,1053,3
145,858,1047,3
146,858,1041,3
147,858,1033,3
148,858,1027,3
149,858,1022,3
150,858,1017,3
151,858,1006,3
152,858,1005,3
153,858,1001,3
154,858,997,3
155,858,988,3
156,858,981,3
157,858,977,3
158,858,974,3
159,858,969,3
160,857,961,3
161,858,953,3
162,858,952,3
163,858,948,3
164,858,947,3
165,858,942,3
166,858,935,3
167,858,931,3
168,858,926,3
169,858,920,3
170,858,914,3
171,858,909,3
172,857,906,3
173,858,901,3
174,858,893,3
175,858,885,3
176,858,879,3
177,858,874,3
178,858,866,3
179,860,860,3
180,858,853,3
181,858,848,3
182,858,846,3
183,858,840,3
184,858,828,3
185,858,823,3
186,857,816,3
187,858,808,3
188,858,804,3
189,858,796,3
190,858,789,3
191,858,783,3
192,858,781,3
193,858,778,3
194,858,775,3
195,858,778,3
196,858,775,3
197,858,773,3
198,858,772,3
199,858,775,3
200,858,773,3
201,858,781,3
202,858,788,3
203,858,791,3
204,858,790,3
205,858,789,3
206,858,789,3
2,764,4,4
3,764,2,4
4,764,8,4
5,764,5,4
6,764,2,4
7,764,5,4
8,765,2,4
9,765,0,4
10,765,0,4
11,764,0,4
12,765,4,4
13,764,0,4
14,764,0,4
15,764,0,4
16,764,5,4
17,764,6,4
18,764,8,4
19,764,8,4
20,765,16,4
21,764,20,4
22,764,20,4
23,764,25,4
24,764,25,4
25,764,29,4
26,764,25,4
27,764,29,4
28,764,32,4
29,764,28,4
30,764,27,4
31,765,26,4
32,765,29,4
33,765,23,4
34,764,17,4
35,764,18,4
36,764,14,4
37,764,13,4
38,764,9,4
39,764,5,4
40,764,4,4
41,764,2,4
42,764,2,4
43,764,2,4
44,764,2,4
45,764,2,4
46,764,2,4
47,764,2,4
48,765,6,4
49,765,12,4
50,765,5,4
51,765,6,4
52,765,6,4
53,765,16,4
54,765,16,4
55,765,16,4
56,765,13,4
57,765,6,4
58,764,4,4
59,764,4,4
60,765,2,4
61,764,2,4
62,764,2,4
63,764,2,4
64,764,2,4
65,764,2,4
66,764,2,4
67,764,0,4
68,764,0,4
69,764,0,4
70,764,0,4
71,764,0,4
72,765,0,4
73,764,0,4
74,733,0,4
75,764,0,4
76,764,0,4
77,764,0,4
78,764,0,4
79,764,0,4
80,763,7,4
81,763,0,4
82,764,0,4
83,763,0,4
84,763,0,4
85,763,0,4
86,763,0,4
87,764,12,4
88,764,14,4
89,763,17,4
90,763,10,4
91,763,9,4
92,762,8,4
93,762,9,4
94,762,8,4
95,762,0,4
96,763,0,4
97,762,0,4
98,762,0,4
99,761,0,4
100,762,0,4
101,762,0,4
104,513,1374,4
105,513,1366,4
106,513,1362,4
107,513,1359,4
108,513,1352,4
109,513,1346,4
110,513,1343,4
111,513,1337,4
112,513,1331,4
113,513,1325,4
114,513,1320,4
115,513,1316,4
116,513,1314,4
117,513,1311,4
118,514,1306,4
119,513,1305,4
120,512,1303,4
121,513,1302,4
122,513,1298,4
123,513,1293,4
124,512,1292,4
125,513,1290,4
126,513,1289,4
127,513,1287,4
128,513,1284,4
129,513,1282,4
130,513,1284,4
131,514,1282,4
132,514,1282,4
133,514,1281,4
134,514,1281,4
135,515,1281,4
136,515,1281,4
137,515,1281,4
138,515,1281,4
139,515,1281,4
140,515,1280,4
141,514,1281,4
142,515,1279,4
143,515,1277,4
144,514,1275,4
145,514,1273,4
146,514,1273,4
147,514,1274,4
148,514,1273,4
149,514,1274,4
150,514,1275,4
151,514,1274,4
152,515,1273,4
153,515,1277,4
154,514,1279,4
155,514,1281,4
156,514,1281,4
157,514,1281,4
158,514,1281,4
159,514,1282,4
160,515,1281,4
161,514,1281,4
162,515,1281,4
163,514,1281,4
164,514,1281,4
165,514,1279,4
166,514,1279,4
167,513,1280,4
168,513,1279,4
169,513,1277,4
170,513,1276,4
171,513,1275,4
172,513,1275,4
173,513,1275,4
174,513,1276,4
175,513,1277,4
176,513,1276,4
177,513,1276,4
178,513,1277,4
179,513,1277,4
180,513,1277,4
181,513,1277,4
182,513,1275,4
183,513,1275,4
184,513,1276,4
185,513,1275,4
186,513,1275,4
187,513,1274,4
188,513,1275,4
189,513,1274,4
190,513,1275,4
193,232,4,4
194,232,4,4
195,232,4,4
196,232,4,4
197,233,4,4
198,232,4,4
199,231,4,4
200,231,4,4
201,231,4,4
202,231,4,4
203,232,4,4
204,232,4,4
205,231,4,4
206,231,4,4
207,231,4,4
208,231,4,4
209,232,4,4
210,231,4,4
211,231,4,4
212,232,4,4
213,231,4,4
214,231,4,4
215,231,4,4
216,231,4,4
217,231,4,4
220,1049,1052,4
221,1052,1046,4
222,1052,1044,4
223,1052,1040,4
224,1052,1035,4
225,1051,1032,4
226,1052,1027,4
227,1052,1023,4
228,1052,1017,4
229,1052,1011,4
230,1052,1005,4
231,1052,1000,4
1,449,953,5
2,449,944,5
3,449,939,5
4,449,933,5
5,449,927,5
6,449,924,5
7,449,919,5
8,449,918,5
9,449,915,5
10,449,915,5
11,449,917,5
12,449,918,5
13,449,917,5
14,449,909,5
15,450,906,5
16,449,900,5
17,449,891,5
18,449,888,5
19,449,885,5
20,448,882,5
21,449,877,5
22,449,873,5
23,449,867,5
24,449,864,5
25,449,861,5
26,449,853,5
27,449,845,5
28,448,840,5
29,448,834,5
30,448,828,5
31,448,822,5
32,449,823,5
33,448,823,5
34,449,823,5
35,449,821,5
36,449,816,5
37,449,815,5
38,450,810,5
39,449,807,5
40,449,803,5
41,449,796,5
42,449,790,5
43,449,785,5
44,449,782,5
45,449,778,5
46,449,773,5
47,449,767,5
48,449,763,5
49,449,759,5
50,449,748,5
51,449,745,5
52,449,739,5
53,449,735,5
54,449,732,5
55,449,728,5
56,449,723,5
57,450,721,5
58,449,719,5
59,449,716,5
60,449,713,5
61,448,710,5
62,449,706,5
63,449,702,5
64,449,699,5
65,449,697,5
66,449,695,5
67,449,693,5
68,449,689,5
69,449,686,5
70,449,685,5
71,449,682,5
72,449,678,5
73,449,675,5
74,448,672,5
75,448,667,5
76,448,665,5
77,449,665,5
78,449,664,5
79,449,661,5
80,449,655,5
81,449,651,5
82,449,644,5
83,449,637,5
84,449,631,5
85,449,626,5
86,449,623,5
87,449,617,5
88,449,613,5
89,449,609,5
90,449,605,5
91,449,598,5
92,449,595,5
93,449,593,5
94,449,589,5
95,449,582,5
96,450,579,5
97,449,576,5
98,450,573,5
99,449,569,5
100,449,566,5
101,449,561,5
102,449,557,5
103,449,552,5
104,449,548,5
105,449,539,5
106,449,535,5
107,449,529,5
108,449,521,5
109,449,517,5
110,449,514,5
111,449,512,5
112,449,509,5
113,449,508,5
114,449,504,5
115,448,500,5
116,449,494,5
117,449,484,5
118,449,484,5
119,450,479,5
120,449,477,5
121,450,475,5
122,450,472,5
123,448,468,5
124,449,461,5
125,448,459,5
126,448,456,5
127,449,455,5
128,449,451,5
129,449,453,5
130,449,451,5
131,449,448,5
132,449,448,5
133,449,445,5
134,449,443,5
135,449,439,5
136,449,433,5
137,450,429,5
138,449,423,5
139,448,420,5
140,448,416,5
141,449,414,5
142,449,408,5
143,449,409,5
146,591,1372,5
147,590,1365,5
148,591,1359,5
149,590,1351,5
150,590,1345,5
151,590,1337,5
152,589,1331,5
153,589,1325,5
154,590,1320,5
155,590,1319,5
156,590,1314,5
157,590,1309,5
158,590,1297,5
159,589,1293,5
160,589,1289,5
161,589,1286,5
162,590,1279,5
163,590,1276,5
164,590,1273,5
165,590,1272,5
166,590,1268,5
167,590,1264,5
168,589,1260,5
169,589,1255,5
170,589,1250,5
171,589,1244,5
172,589,1239,5
173,589,1237,5
174,588,1233,5
175,588,1229,5
176,589,1225,5
177,589,1222,5
178,590,1219,5
179,590,1214,5
180,590,1213,5
181,590,1210,5
182,590,1206,5
183,590,1201,5
184,590,1194,5
185,590,1187,5
186,590,1185,5
187,590,1180,5
188,590,1180,5
189,590,1177,5
190,589,1174,5
191,590,1172,5
192,590,1170,5
193,589,1168,5
194,589,1164,5
195,590,1160,5
196,590,1159,5
197,590,1153,5
198,590,1144,5
199,590,1142,5
200,590,1139,5
201,591,1137,5
202,590,1135,5
203,590,1131,5
204,591,1128,5
207,894,1369,5
208,894,1364,5
209,894,1361,5
210,894,1358,5
211,894,1355,5
212,894,1353,5
213,894,1351,5
214,894,1349,5
215,894,1345,5
216,894,1344,5
217,894,1341,5
218,894,1339,5
219,894,13,5
1,1010,8,6
2,1010,13,6
3,1010,29,6
4,1010,45,6
5,1010,59,6
6,1010,82,6
7,1010,94,6
8,1010,108,6
9,1011,125,6
10,1011,141,6
11,1012,150,6
12,1011,162,6
13,1011,168,6
14,1011,176,6
15,1011,190,6
16,1010,200,6
17,1011,205,6
18,1011,215,6
19,1010,220,6
20,1010,233,6
21,1010,243,6
22,1010,248,6
23,1010,260,6
24,1010,274,6
25,1010,286,6
26,1011,293,6
27,1011,299,6
28,1011,309,6
29,1011,317,6
30,1011,325,6
31,1011,331,6
32,1011,337,6
33,1010,346,6
34,1010,352,6
35,1011,363,6
36,1011,373,6
37,1010,375,6
38,1011,381,6
39,1011,388,6
40,1010,398,6
41,1010,410,6
42,1010,421,6
43,1010,436,6
44,1010,449,6
45,1010,460,6
46,1010,469,6
47,1010,479,6
48,1010,490,6
49,1010,499,6
50,1010,516,6
51,1010,529,6
52,1010,538,6
53,1010,544,6
54,1010,554,6
55,1010,573,6
56,1010,585,6
57,1010,596,6
58,1010,611,6
59,1010,623,6
60,1010,635,6
61,1011,650,6
62,1010,661,6
63,1010,666,6
64,1010,673,6
65,1010,675,6
68,912,1263,6
69,9,1285,6
70,9,1295,6
71,9,1295,6
72,9,1281,6
73,9,1279,6
74,9,1273,6
75,913,1271,6
76,913,1264,6
77,913,1268,6
78,913,1264,6
79,913,1258,6
80,913,1248,6
81,913,1243,6
82,913,1239,6
83,913,1233,6
84,913,1228,6
85,913,1225,6
86,913,1218,6
87,913,1213,6
88,913,1210,6
89,913,1197,6
90,913,1190,6
91,913,1179,6
92,913,1175,6
93,913,1177,6
94,913,1172,6
95,913,1167,6
96,913,1161,6
97,913,1153,6
98,912,1149,6
99,912,1147,6
100,912,1147,6
101,912,1144,6
102,912,1141,6
103,913,1139,6
104,913,1137,6
105,913,1135,6
106,913,1133,6
107,913,1131,6
108,913,1131,6
109,913,1130,6
110,913,1131,6
111,913,1131,6
112,913,1130,6
113,913,1131,6
114,913,1127,6
115,913,1125,6
116,913,1125,6
117,913,1125,6
118,913,1126,6
119,913,1124,6
120,912,1119,6
121,913,1119,6
122,913,1116,6
123,913,1113,6
124,913,1113,6
125,913,1115,6
126,912,1115,6
127,912,1107,6
128,912,1105,6
129,912,1101,6
130,912,1098,6
131,912,1094,6
132,912,1091,6
133,912,1089,6
134,913,1087,6
135,913,1084,6
136,913,1081,6
137,913,1080,6
138,913,1079,6
139,913,1078,6
140,913,1077,6
141,913,1073,6
142,913,1071,6
143,913,1068,6
144,913,1064,6
145,913,1062,6
146,913,1058,6
147,914,1054,6
148,913,1052,6
149,912,1048,6
150,913,1047,6
151,913,1045,6
152,912,1042,6
153,912,1039,6
154,913,1037,6
155,913,1033,6
156,913,1031,6
157,913,1029,6
158,913,1026,6
159,913,1022,6
160,913,1021,6
161,913,1020,6
162,913,1021,6
163,913,1021,6
164,913,1018,6
165,913,1010,6
166,913,1009,6
167,913,1004,6
168,913,997,6
169,913,990,6
170,913,986,6
171,913,984,6
172,913,981,6
173,913,978,6
174,913,973,6
175,912,971,6
176,912,969,6
177,911,965,6
178,911,961,6
179,913,957,6
180,913,955,6
181,912,951,6
182,913,948,6
183,912,947,6
184,912,944,6
185,913,940,6
186,913,936,6
187,913,933,6
188,913,927,6
189,912,921,6
190,912,919,6
191,913,917,6
192,913,911,6
193,913,909,6
194,913,907,6
195,913,904,6
196,913,900,6
197,912,899,6
198,912,896,6
199,912,893,6
200,912,892,6
201,913,889,6
202,913,889,6
203,912,883,6
204,912,879,6
1,89,5,7
2,89,8,7
3,90,5,7
4,89,8,7
5,89,14,7
6,89,28,7
7,89,37,7
8,90,45,7
9,89,49,7
10,89,51,7
11,89,54,7
12,90,68,7
13,89,76,7
14,90,81,7
15,90,93,7
16,90,98,7
17,89,101,7
18,89,108,7
19,89,114,7
20,89,125,7
21,89,124,7
22,89,129,7
23,89,133,7
24,89,133,7
25,89,135,7
26,89,131,7
27,90,131,7
28,89,125,7
29,90,125,7
30,90,121,7
31,89,121,7
32,89,119,7
33,89,119,7
34,89,117,7
35,89,123,7
36,89,123,7
37,89,125,7
38,89,125,7
39,88,123,7
40,89,121,7
41,89,118,7
42,89,113,7
43,89,112,7
44,89,111,7
45,89,113,7
46,89,109,7
47,89,107,7
48,89,102,7
49,89,101,7
50,89,95,7
51,89,93,7
52,89,95,7
53,89,88,7
54,89,79,7
55,89,72,7
56,90,64,7
57,90,64,7
58,89,56,7
59,89,54,7
60,89,49,7
61,89,45,7
62,89,43,7
63,89,39,7
64,89,34,7
65,89,27,7
66,89,25,7
67,89,23,7
68,90,22,7
69,89,8,7
70,89,11,7
71,89,9,7
72,89,9,7
73,89,0,7
74,89,2,7
77,301,1373,7
78,301,1368,7
79,301,1359,7
80,300,1349,7
81,301,1341,7
82,301,1334,7
83,302,1327,7
84,301,1321,7
85,301,1315,7
86,301,1311,7
87,302,1305,7
88,302,1297,7
89,302,1289,7
90,301,1279,7
91,300,1272,7
92,301,1264,7
93,301,1258,7
94,301,1252,7
95,301,1245,7
96,301,1238,7
97,301,1229,7
98,301,1222,7
99,301,1217,7
100,301,1212,7
101,301,1207,7
102,302,1201,7
103,302,1201,7
104,302,1193,7
105,303,1189,7
106,302,1187,7
107,302,1182,7
108,302,1175,7
109,302,1171,7
110,302,1165,7
111,302,1160,7
112,302,1155,7
113,301,1151,7
114,301,1147,7
115,301,1143,7
116,302,1138,7
117,302,1133,7
118,302,1130,7
119,302,1126,7
120,302,1123,7
121,302,1121,7
122,302,1120,7
123,301,1117,7
124,302,1109,7
125,302,1105,7
126,302,1102,7
127,302,1099,7
128,302,1094,7
129,302,1091,7
130,302,1086,7
131,302,1079,7
132,302,1076,7
133,302,1071,7
134,302,1068,7
135,302,1066,7
136,302,1063,7
137,302,1061,7
138,302,1059,7
139,302,1057,7
140,302,1054,7
141,302,1053,7
142,302,1052,7
143,302,1051,7
144,302,1048,7
145,302,1045,7
146,302,1043,7
147,302,1041,7
148,302,1036,7
149,302,1034,7
150,302,1029,7
151,302,1026,7
152,302,1022,7
153,302,1018,7
154,302,1015,7
155,302,1010,7
156,301,1008,7
157,301,1008,7
158,301,1007,7
159,301,1012,7
160,301,1020,7
161,302,1026,7
162,302,1032,7
163,302,1035,7
164,302,1041,7
165,302,1044,7
166,302,1046,7
167,301,1051,7
168,302,1051,7
169,302,1055,7
170,302,1054,7
171,302,1058,7
172,302,1057,7
173,302,1059,7
174,301,1061,7
175,302,1058,7
176,302,1062,7
177,302,1062,7
178,302,1062,7
179,302,1062,7
180,302,1063,7
181,302,1063,7
182,302,1062,7
183,302,1061,7
184,302,1058,7
185,302,1055,7
