tframe,y,x,track_no
1,96,505,1
2,896,503,1
5,898,483,1
6,898,478,1
7,898,466,1
8,898,469,1
9,898,464,1
10,898,453,1
11,898,447,1
12,898,441,1
13,898,434,1
14,898,437,1
15,898,434,1
16,898,434,1
17,898,431,1
18,898,425,1
19,898,421,1
20,898,411,1
21,898,398,1
22,898,383,1
23,898,380,1
24,898,369,1
25,898,358,1
26,898,354,1
27,898,343,1
28,898,333,1
29,898,324,1
30,898,323,1
31,898,319,1
32,898,328,1
33,898,323,1
34,898,324,1
35,898,327,1
36,898,319,1
37,898,320,1
38,898,323,1
39,898,323,1
40,898,323,1
41,898,323,1
42,898,323,1
43,898,323,1
44,898,323,1
45,898,323,1
46,898,323,1
47,898,323,1
48,898,323,1
49,898,315,1
50,898,323,1
51,898,323,1
52,898,327,1
53,898,317,1
54,898,323,1
55,898,325,1
56,898,328,1
57,898,320,1
58,898,320,1
59,898,323,1
60,898,323,1
61,898,323,1
62,897,327,1
63,898,323,1
64,898,323,1
65,898,323,1
66,898,323,1
67,898,337,1
68,898,323,1
69,898,337,1
70,898,323,1
71,898,346,1
72,898,323,1
73,898,326,1
74,898,323,1
75,898,323,1
76,898,327,1
77,898,323,1
78,898,328,1
79,898,323,1
80,898,323,1
81,898,324,1
82,898,321,1
83,898,323,1
84,898,327,1
85,898,323,1
86,898,320,1
87,898,323,1
88,898,320,1
89,898,323,1
90,898,327,1
91,898,323,1
92,898,323,1
93,898,323,1
95,898,323,1
96,898,323,1
97,898,323,1
98,898,323,1
99,898,323,1
100,898,323,1
101,898,328,1
102,898,323,1
103,898,328,1
104,898,323,1
105,898,330,1
106,898,315,1
107,898,328,1
108,898,305,1
109,898,321,1
110,898,297,1
111,898,291,1
112,898,283,1
113,898,280,1
114,898,278,1
115,898,277,1
116,898,279,1
117,898,273,1
118,898,278,1
119,898,278,1
120,898,279,1
121,898,270,1
122,898,280,1
123,898,278,1
124,898,280,1
125,898,270,1
126,898,279,1
127,898,279,1
128,897,274,1
129,898,279,1
130,898,279,1
131,898,279,1
132,898,282,1
133,898,269,1
134,898,242,1
135,898,238,1
136,898,223,1
137,898,223,1
138,898,208,1
139,898,194,1
140,898,189,1
141,898,172,1
142,898,165,1
143,898,147,1
144,898,121,1
145,898,133,1
146,898,125,1
147,898,108,1
148,898,96,1
149,898,91,1
150,898,79,1
151,898,71,1
152,898,59,1
153,898,38,1
154,898,22,1
155,898,12,1
156,898,12,1
157,898,6,1
160,481,0,1
161,481,0,1
162,480,30,1
163,480,0,1
164,481,38,1
165,480,43,1
166,480,33,1
167,480,50,1
168,480,49,1
169,480,53,1
170,480,73,1
171,479,50,1
172,480,93,1
173,480,80,1
174,200,104,1
175,480,99,1
176,201,104,1
177,480,112,1
178,201,102,1
179,201,108,1
180,201,109,1
