tframe,y,x,track_no
1,589,1038,1
2,589,1037,1
3,589,1030,1
4,589,1021,1
5,589,1025,1
6,589,1023,1
7,588,1008,1
8,589,996,1
9,589,994,1
10,589,988,1
11,589,981,1
12,588,973,1
13,588,965,1
14,587,955,1
15,589,947,1
16,589,939,1
17,589,932,1
18,590,928,1
19,589,924,1
20,589,921,1
21,589,917,1
22,589,912,1
23,589,903,1
24,589,893,1
25,590,889,1
26,589,882,1
27,589,873,1
28,589,865,1
29,589,861,1
30,589,854,1
31,589,848,1
32,589,839,1
33,589,837,1
34,589,832,1
35,589,831,1
36,589,823,1
37,589,819,1
38,589,816,1
39,589,808,1
40,589,804,1
41,590,799,1
42,590,794,1
43,590,780,1
44,590,777,1
45,590,771,1
46,590,763,1
47,590,757,1
48,590,751,1
49,590,744,1
50,590,743,1
51,590,750,1
52,590,737,1
53,590,739,1
54,590,734,1
55,590,731,1
56,590,728,1
57,590,723,1
58,590,723,1
59,590,721,1
60,590,719,1
61,590,718,1
62,590,718,1
63,591,717,1
64,591,715,1
65,591,708,1
66,591,707,1
67,592,696,1
68,591,698,1
69,591,687,1
70,591,676,1
71,591,667,1
72,591,656,1
73,591,652,1
74,591,644,1
75,591,637,1
76,591,634,1
77,591,628,1
78,591,627,1
79,591,621,1
80,592,617,1
81,591,613,1
82,591,603,1
83,591,603,1
84,591,602,1
85,590,602,1
86,591,602,1
87,591,595,1
88,591,590,1
89,591,584,1
90,591,584,1
91,591,576,1
92,591,567,1
93,591,559,1
94,591,553,1
95,591,554,1
96,590,546,1
97,590,541,1
98,591,534,1
99,591,608,1
100,590,595,1
101,592,592,1
102,592,604,1
103,591,584,1
104,591,583,1
105,591,573,1
106,591,570,1
107,591,568,1
108,591,567,1
109,591,562,1
110,591,558,1
111,591,553,1
112,591,549,1
113,591,544,1
114,591,537,1
115,591,537,1
116,591,533,1
117,591,526,1
118,591,523,1
119,591,522,1
120,591,524,1
121,590,519,1
122,336,519,1
123,336,523,1
124,336,523,1
125,336,521,1
126,336,518,1
127,337,512,1
128,337,511,1
129,336,506,1
130,336,500,1
131,336,497,1
132,336,497,1
133,336,495,1
134,336,489,1
135,336,493,1
136,336,497,1
137,336,495,1
138,336,488,1
139,336,479,1
140,336,483,1
141,337,477,1
142,337,476,1
143,337,480,1
144,337,473,1
145,337,451,1
146,337,466,1
147,337,454,1
148,337,446,1
149,337,451,1
150,337,439,1
151,337,448,1
152,337,433,1
153,337,437,1
154,337,420,1
155,337,424,1
156,337,408,1
157,337,395,1
158,337,395,1
159,336,397,1
160,337,387,1
161,337,383,1
162,337,374,1
163,337,372,1
164,337,368,1
165,337,352,1
166,337,353,1
167,337,332,1
168,337,340,1
169,337,318,1
170,337,340,1
171,337,310,1
172,336,315,1
173,337,291,1
174,336,301,1
175,337,276,1
176,337,282,1
177,337,252,1
178,337,273,1
179,337,240,1
180,337,264,1
181,337,231,1
182,337,260,1
183,337,225,1
184,337,241,1
185,337,209,1
186,337,231,1
187,337,180,1
188,337,217,1
189,337,165,1
190,337,197,1
191,337,159,1
192,337,186,1
193,337,154,1
194,336,182,1
195,337,134,1
196,337,162,1
197,337,104,1
198,337,121,1
199,337,104,1
200,337,104,1
201,336,90,1
202,336,82,1
203,337,71,1
204,337,55,1
205,337,58,1
206,337,54,1
207,337,55,1
208,337,55,1
209,337,45,1
210,336,31,1
211,337,28,1
212,337,14,1
213,337,21,1
214,337,11,1
215,337,0,1
216,337,0,1
219,139,0,1
220,337,11,1
221,139,1325,1
222,139,11,1
223,139,1320,1
224,139,1197,1
225,139,1320,1
226,139,65,1
228,139,1127,1
229,139,1125,1
230,139,190,1
232,139,210,1
233,139,188,1
234,139,235,1
235,139,210,1
236,139,228,1
237,139,226,1
238,138,228,1
239,139,245,1
240,138,244,1
241,138,255,1
242,139,251,1
243,138,279,1
244,138,278,1
245,139,298,1
246,138,293,1
247,139,315,1
248,138,306,1
249,139,328,1
250,138,333,1
251,138,341,1
252,138,334,1
253,138,336,1
254,138,343,1
255,138,332,1
256,138,345,1
257,138,336,1
258,138,356,1
259,138,336,1
260,138,361,1
261,138,346,1
262,138,362,1
263,138,378,1
264,138,380,1
265,138,374,1
266,138,397,1
267,139,378,1
268,138,396,1
269,139,396,1
270,138,416,1
271,138,413,1
272,138,430,1
273,138,424,1
274,138,424,1
275,138,434,1
276,138,434,1
277,138,438,1
278,138,50936,1
279,138,532,1
280,138,530,1
281,139,544,1
282,138,544,1
283,138,547,1
284,138,553,1
285,138,558,1
286,138,658,1
287,138,568,1
288,138,666,1
289,138,574,1
290,138,604,1
291,140,594,1
292,138,602,1
293,140,594,1
294,138,613,1
295,140,586,1
296,140,604,1
297,140,588,1
298,140,602,1
299,140,586,1
300,140,612,1
301,140,592,1
302,140,622,1
303,140,586,1
304,140,633,1
305,140,586,1
306,140,606,1
307,140,596,1
308,140,622,1
309,140,596,1
310,140,630,1
311,140,570,1
312,140,620,1
313,140,561,1
314,140,604,1
315,140,557,1
316,140,602,1
317,140,544,1
318,140,636,1
319,140,536,1
320,140,624,1
321,140,535,1
322,140,622,1
323,140,524,1
324,140,624,1
325,140,522,1
326,140,618,1
327,140,522,1
328,140,618,1
329,140,522,1
330,140,616,1
331,140,517,1
332,140,618,1
333,140,522,1
334,140,608,1
335,140,516,1
336,140,606,1
337,140,596,1
338,140,604,1
339,140,596,1
340,140,604,1
341,140,596,1
342,142,604,1
343,140,596,1
344,140,602,1
345,140,596,1
346,140,602,1
347,140,595,1
348,140,602,1
349,140,596,1
350,140,594,1
351,140,596,1
352,140,590,1
353,140,596,1
354,140,590,1
355,140,596,1
356,140,596,1
357,140,596,1
358,140,594,1
359,140,596,1
360,140,584,1
361,140,606,1
362,140,580,1
363,140,603,1
364,140,578,1
365,140,604,1
366,140,575,1
367,140,612,1
368,140,575,1
369,140,609,1
370,140,566,1
371,140,640,1
372,140,556,1
373,140,610,1
374,140,548,1
375,140,604,1
376,140,548,1
377,140,602,1
378,140,543,1
379,140,602,1
380,140,541,1
381,140,602,1
382,140,542,1
383,140,602,1
384,140,538,1
385,140,602,1
386,140,538,1
387,140,610,1
388,140,528,1
389,140,628,1
390,140,596,1
391,140,610,1
392,140,596,1
393,140,608,1
394,140,596,1
395,140,610,1
396,140,596,1
397,140,604,1
398,140,596,1
399,140,602,1
400,140,596,1
401,142,600,1
402,140,599,1
403,140,607,1
404,140,587,1
405,140,604,1
406,140,584,1
407,140,600,1
408,142,577,1
409,140,612,1
410,140,572,1
411,140,622,1
412,140,568,1
413,140,632,1
414,140,564,1
415,142,642,1
416,140,557,1
417,142,644,1
418,140,557,1
419,140,644,1
420,140,553,1
421,140,653,1
422,140,564,1
423,140,652,1
424,140,563,1
425,140,658,1
426,140,580,1
427,140,664,1
428,140,550,1
429,140,674,1
430,140,568,1
431,140,607,1
432,142,566,1
433,140,607,1
434,140,564,1
435,140,612,1
436,140,554,1
437,138,633,1
438,140,544,1
439,140,636,1
440,140,537,1
441,140,628,1
442,140,531,1
443,140,617,1
444,140,526,1
445,140,622,1
446,140,528,1
447,140,626,1
448,140,522,1
449,140,626,1
450,140,596,1
451,140,629,1
452,140,596,1
453,140,606,1
454,140,596,1
455,140,606,1
456,140,596,1
457,140,596,1
458,140,594,1
459,140,586,1
460,140,584,1
461,140,586,1
462,140,578,1
463,140,587,1
464,140,580,1
465,140,575,1
466,140,578,1
467,140,566,1
468,140,569,1
469,140,562,1
470,140,568,1
471,140,560,1
472,140,558,1
473,140,554,1
474,140,552,1
1,90,73,2
2,91,73,2
5,890,1372,2
6,892,1369,2
7,890,1367,2
8,890,1367,2
9,890,1361,2
10,8894,1362,2
11,894,1361,2
12,890,1359,2
13,890,1355,2
14,8894,1350,2
15,890,1350,2
16,8894,1345,2
17,890,1343,2
18,890,1339,2
19,890,1336,2
20,890,1335,2
21,890,1335,2
22,835,1337,2
24,835,1336,2
25,835,1336,2
27,835,1336,2
37,835,1338,2
38,835,1337,2
40,835,1337,2
41,835,1340,2
44,835,1337,2
45,835,1339,2
46,835,1339,2
47,835,1338,2
50,835,1276,2
51,835,1267,2
52,835,1258,2
53,835,1256,2
54,835,1253,2
55,835,1251,2
56,835,1241,2
57,835,1240,2
58,835,1251,2
59,835,1250,2
60,835,1246,2
61,835,1250,2
62,835,1253,2
63,835,1259,2
64,835,1260,2
65,835,1271,2
66,835,1274,2
67,835,1278,2
68,835,1284,2
69,835,1290,2
70,835,1284,2
71,835,1292,2
72,835,1286,2
73,835,1289,2
74,835,1296,2
75,835,1201,2
76,835,1201,2
77,835,1201,2
78,835,1202,2
79,835,1201,2
80,835,1203,2
81,835,1203,2
82,835,1201,2
83,835,1201,2
84,835,1204,2
85,835,1201,2
87,835,1199,2
88,835,1191,2
89,835,1113,2
91,835,1097,2
92,835,1080,2
93,835,1091,2
94,835,1072,2
95,835,1072,2
96,835,1065,2
97,835,1064,2
98,835,1066,2
99,835,1065,2
100,835,1059,2
101,835,1051,2
102,835,1055,2
103,835,1060,2
104,835,1057,2
105,835,1061,2
106,835,1063,2
107,835,1069,2
108,835,1067,2
109,835,1071,2
110,835,1088,2
111,835,1085,2
112,835,1098,2
113,835,1076,2
114,835,1084,2
115,835,1085,2
116,835,1085,2
117,835,1090,2
118,835,1094,2
119,835,1088,2
120,835,1094,2
121,834,1095,2
122,835,1097,2
123,835,1095,2
124,834,1020,2
125,834,1020,2
126,835,1025,2
127,835,1020,2
128,835,1023,2
129,835,1023,2
130,835,1023,2
131,835,1021,2
132,835,1020,2
133,835,1020,2
134,835,1020,2
135,835,1043,2
136,835,1044,2
137,835,1049,2
138,835,1057,2
139,835,1064,2
140,835,1071,2
141,835,1079,2
142,835,1084,2
143,835,1091,2
144,835,1098,2
146,835,1090,2
147,835,1094,2
150,835,1125,2
151,835,1107,2
153,835,1101,2
154,835,1110,2
155,835,1101,2
156,835,1101,2
157,835,1221,2
158,835,1231,2
160,835,1253,2
161,835,1260,2
162,835,1272,2
163,835,1281,2
164,835,1285,2
165,835,1285,2
166,835,1285,2
167,835,1295,2
168,835,1290,2
169,835,1288,2
170,835,1284,2
171,835,1287,2
172,835,1284,2
173,835,1282,2
174,835,1288,2
175,835,1291,2
176,835,1292,2
177,835,1205,2
178,835,1201,2
181,835,1101,2
182,835,1101,2
183,835,1101,2
184,835,1101,2
185,835,1101,2
186,835,1101,2
187,835,1001,2
188,835,1001,2
189,835,1091,2
190,835,1094,2
191,835,1088,2
192,835,1069,2
193,835,1067,2
194,835,1065,2
195,835,1067,2
196,835,1071,2
197,835,1071,2
198,835,1061,2
199,835,1058,2
200,835,1056,2
201,835,1053,2
202,835,1064,2
203,835,1057,2
204,835,1059,2
205,835,1011,2
206,835,1005,2
207,835,1004,2
208,835,996,2
209,835,989,2
210,835,999,2
211,835,988,2
212,835,986,2
213,835,976,2
214,835,963,2
215,835,955,2
216,835,951,2
218,935,946,2
219,935,955,2
220,935,959,2
221,935,957,2
222,935,952,2
224,935,955,2
225,935,956,2
226,935,959,2
227,935,971,2
228,935,965,2
229,935,971,2
230,935,984,2
231,935,987,2
232,935,997,2
233,935,996,2
