tframe,y,x,track_no
1,479,481,1
2,480,481,1
3,480,486,1
4,480,487,1
5,480,482,1
6,480,482,1
7,480,487,1
8,480,479,1
9,480,469,1
10,479,464,1
11,480,459,1
12,480,456,1
13,480,460,1
14,480,450,1
15,479,471,1
16,480,449,1
17,480,437,1
18,480,438,1
19,480,425,1
20,480,419,1
21,480,419,1
22,481,413,1
23,480,407,1
24,480,399,1
25,480,395,1
26,480,388,1
27,480,375,1
28,480,361,1
29,480,338,1
30,480,324,1
31,480,305,1
32,480,291,1
33,480,276,1
34,479,269,1
35,480,250,1
36,480,240,1
37,480,238,1
38,481,226,1
39,481,204,1
40,480,186,1
41,481,164,1
42,481,151,1
43,482,141,1
44,481,117,1
45,482,114,1
46,482,107,1
47,482,84,1
48,482,61,1
49,482,52,1
50,482,30,1
51,482,16,1
52,482,0,1
55,1028,556,1
57,1028,665,1
58,1028,665,1
59,1028,678,1
60,1026,694,1
61,1094,645,1
62,1094,634,1
64,1095,622,1
65,1095,614,1
66,1095,605,1
68,1095,655,1
69,1095,658,1
70,1095,669,1
71,1095,675,1
73,1095,672,1
74,1095,653,1
75,1095,653,1
76,1095,636,1
77,1095,634,1
78,1095,627,1
79,1095,624,1
80,1095,618,1
82,1095,614,1
83,1095,613,1
84,1095,613,1
85,1095,613,1
86,1095,611,1
87,1095,604,1
88,1095,602,1
89,1095,597,1
90,1095,598,1
93,1095,558,1
94,1095,553,1
95,1095,547,1
96,1095,536,1
97,1095,522,1
98,1095,517,1
99,1095,504,1
100,1095,516,1
101,1095,483,1
102,1095,484,1
103,1095,481,1
104,1095,476,1
105,1095,467,1
106,1095,487,1
107,1095,464,1
108,1095,470,1
109,1095,453,1
110,1095,439,1
111,1095,447,1
112,1095,437,1
113,1095,481,1
114,1095,476,1
115,1095,464,1
117,1095,456,1
118,1095,454,1
119,1095,454,1
120,1095,444,1
121,1095,441,1
122,1095,424,1
123,1095,484,1
124,1095,401,1
125,1095,446,1
126,1095,390,1
127,1095,431,1
128,1095,369,1
129,1095,377,1
130,1095,328,1
131,1095,3772,1
132,1095,372,1
133,1095,3742,1
134,1095,3743,1
135,1095,372,1
136,1095,368,1
137,1095,367,1
138,1095,354,1
139,1095,358,1
140,1095,348,1
141,1095,340,1
142,1095,337,1
143,1095,330,1
144,1095,327,1
145,1095,328,1
146,1095,326,1
147,1095,317,1
148,1095,306,1
149,1095,306,1
150,1095,299,1
151,1095,302,1
152,1095,279,1
153,1095,295,1
154,1095,276,1
155,1095,279,1
156,1095,276,1
157,1095,277,1
158,1095,276,1
159,1095,274,1
160,1095,269,1
161,1095,272,1
162,1095,256,1
163,1095,262,1
164,1095,254,1
165,1095,256,1
166,1095,250,1
167,1095,266,1
168,1095,260,1
169,1095,258,1
170,1095,249,1
171,1095,258,1
172,1095,246,1
173,1095,257,1
174,1095,239,1
175,1095,245,1
176,1095,235,1
177,1095,232,1
178,1095,230,1
179,1095,232,1
180,1095,222,1
181,1095,224,1
182,1095,222,1
183,1095,209,1
184,1095,208,1
185,1095,196,1
186,1095,200,1
187,1095,196,1
188,1095,194,1
189,1095,174,1
190,1095,186,1
191,1095,141,1
192,1095,166,1
193,1095,116,1
194,1095,150,1
195,1095,109,1
196,1095,146,1
197,1095,106,1
198,1095,118,1
199,1095,80,1
200,1095,34,1
201,1095,34,1
202,1095,0,1
203,1095,0,1
206,466,998,1
218,71,1232,1
220,70,1221,1
221,71,1221,1
224,70,1181,1
226,70,1269,1
227,70,1125,1
228,68,1246,1
237,70,1300,1
238,71,1350,1
239,72,1260,1
240,70,1238,1
241,72,1262,1
242,70,1237,1
243,70,1261,1
1,1072,867,2
3,1073,875,2
5,1073,972,2
8,1072,973,2
9,1074,973,2
10,1073,975,2
13,1074,973,2
14,1073,971,2
15,1073,974,2
16,1073,972,2
17,1073,965,2
19,1072,968,2
20,1072,968,2
21,1073,974,2
22,1073,975,2
23,1074,974,2
24,1074,983,2
25,1073,981,2
27,1081,998,2
28,1081,1003,2
29,1083,1022,2
30,1081,1107,2
31,1082,1028,2
32,1083,1066,2
33,1081,1059,2
34,1082,1055,2
35,1083,1081,2
36,1081,1084,2
37,1083,1090,2
38,1081,1099,2
39,1083,1104,2
40,1082,1153,2
41,1082,1163,2
42,1081,1185,2
43,1083,1157,2
44,1083,1202,2
45,1083,1217,2
46,1083,1228,2
47,1083,1228,2
48,1084,1348,2
49,1083,1362,2
50,1084,1364,2
51,1083,1369,2
52,1085,1369,2
53,1083,1365,2
59,431,1362,2
60,431,1369,2
61,431,1347,2
62,431,1363,2
63,431,1343,2
64,431,1360,2
65,431,1333,2
66,431,1338,2
67,431,1329,2
68,431,1335,2
69,431,1323,2
70,431,1330,2
71,431,1320,2
72,431,1323,2
73,431,1319,2
74,431,1319,2
75,431,1319,2
76,431,1316,2
77,431,1317,2
78,431,1306,2
79,431,1315,2
80,431,1307,2
81,431,1303,2
82,431,1299,2
83,431,1307,2
84,431,1297,2
85,431,1295,2
86,431,1290,2
87,431,1291,2
88,431,1285,2
89,431,1287,2
90,431,1281,2
91,431,1284,2
92,431,1278,2
93,431,1281,2
94,431,1276,2
95,431,1278,2
96,431,1273,2
97,431,1277,2
98,431,1271,2
99,431,1272,2
100,431,1269,2
101,431,1272,2
102,431,1268,2
103,431,1270,2
104,431,1267,2
105,431,1270,2
106,431,1262,2
107,431,1264,2
108,431,1261,2
109,431,1261,2
110,431,1256,2
111,431,1257,2
112,431,1251,2
113,431,1256,2
114,431,1247,2
115,431,1251,2
116,431,1246,2
117,431,1249,2
118,431,1242,2
119,431,1243,2
120,431,1237,2
121,431,1241,2
122,431,1234,2
123,431,1240,2
124,431,1230,2
125,431,1240,2
126,431,1226,2
127,431,1237,2
128,431,1223,2
129,431,1234,2
130,431,1218,2
131,431,1229,2
132,430,1214,2
133,431,1221,2
134,431,1209,2
135,431,1220,2
136,431,1199,2
137,431,1205,2
138,431,1196,2
139,431,1199,2
140,431,1197,2
141,431,1189,2
142,431,1189,2
143,431,1189,2
144,431,1185,2
145,431,1185,2
146,431,1184,2
147,431,1184,2
148,431,1182,2
149,431,1183,2
150,431,1181,2
151,431,1179,2
152,431,1175,2
153,431,1176,2
154,431,1172,2
155,431,1172,2
156,431,1169,2
157,431,1170,2
158,431,1168,2
159,431,1168,2
160,431,1161,2
161,431,1166,2
162,431,1160,2
163,431,1161,2
164,431,1161,2
165,431,1161,2
166,431,1157,2
167,431,1160,2
168,432,1159,2
169,431,1150,2
170,431,1150,2
171,431,1147,2
172,431,1147,2
173,431,1143,2
174,431,1143,2
