tframe,y,x,track_no
1,990,1038,1
2,990,1037,1
3,990,1030,1
4,990,1021,1
5,992,1010,1
6,992,1004,1
7,992,1008,1
8,993,999,1
9,993,993,1
10,992,986,1
11,992,978,1
14,264,1368,1
15,264,1364,1
16,265,1355,1
17,265,1349,1
18,265,1342,1
19,265,1335,1
20,265,1329,1
21,265,1325,1
22,265,1321,1
23,265,1308,1
24,265,1301,1
25,265,1294,1
26,265,1285,1
27,265,1277,1
28,265,1272,1
29,265,1267,1
30,265,1263,1
31,266,1256,1
32,266,1251,1
33,266,1246,1
34,266,1241,1
35,267,1237,1
36,267,1230,1
37,266,1223,1
38,266,1213,1
39,267,1207,1
40,267,1200,1
41,267,1197,1
42,267,1189,1
43,267,1186,1
44,267,1181,1
45,267,1177,1
46,267,1173,1
47,267,1171,1
48,267,1166,1
49,267,1161,1
50,267,1152,1
51,267,1142,1
52,267,1135,1
53,267,1127,1
54,267,1119,1
55,267,1012,1
56,267,1008,1
57,267,998,1
58,267,991,1
59,267,987,1
60,267,983,1
61,267,980,1
62,266,977,1
63,267,973,1
64,267,967,1
65,267,966,1
66,267,963,1
67,267,958,1
68,266,952,1
69,266,945,1
70,266,941,1
71,266,938,1
72,266,934,1
73,266,930,1
74,266,926,1
75,266,919,1
76,267,915,1
77,266,908,1
78,266,902,1
79,266,898,1
80,266,894,1
81,266,888,1
82,266,882,1
83,266,877,1
84,267,873,1
85,267,869,1
86,267,865,1
87,267,858,1
88,267,854,1
89,267,852,1
90,267,845,1
91,267,843,1
92,267,837,1
93,267,834,1
94,267,830,1
95,267,827,1
96,267,821,1
97,267,817,1
98,267,813,1
99,267,807,1
100,267,802,1
101,267,799,1
102,267,798,1
103,267,796,1
104,267,792,1
105,267,792,1
106,267,792,1
107,267,788,1
108,267,786,1
109,267,786,1
110,267,783,1
111,267,778,1
112,268,776,1
113,268,772,1
114,267,769,1
115,267,765,1
116,267,762,1
117,267,761,1
118,267,759,1
119,267,755,1
120,267,751,1
121,267,746,1
122,267,742,1
123,267,739,1
124,267,739,1
125,267,731,1
126,267,727,1
127,267,719,1
128,267,715,1
129,267,712,1
130,267,707,1
131,267,703,1
132,268,699,1
133,269,697,1
134,269,691,1
135,269,690,1
136,269,685,1
137,269,677,1
138,269,673,1
139,269,671,1
140,269,667,1
141,269,662,1
142,269,659,1
143,269,654,1
144,269,651,1
145,269,646,1
146,269,642,1
147,268,637,1
148,269,632,1
149,269,627,1
150,269,617,1
151,269,613,1
152,269,607,1
153,269,604,1
154,269,601,1
155,269,597,1
156,269,594,1
157,269,590,1
158,269,583,1
159,269,577,1
160,269,575,1
161,269,569,1
162,269,566,1
163,269,563,1
164,269,557,1
165,269,551,1
166,269,551,1
167,484,545,1
168,484,539,1
169,485,535,1
170,485,529,1
171,484,521,1
172,484,515,1
173,484,509,1
174,484,502,1
175,484,495,1
176,484,489,1
177,484,480,1
178,484,473,1
179,484,469,1
180,484,464,1
181,484,457,1
182,484,449,1
183,484,441,1
184,484,435,1
185,484,429,1
186,485,425,1
187,485,418,1
188,485,414,1
189,485,406,1
190,484,395,1
191,484,388,1
192,484,375,1
193,484,371,1
194,484,363,1
195,484,346,1
196,484,335,1
197,484,323,1
198,484,313,1
199,484,305,1
200,484,295,1
201,484,291,1
202,484,286,1
203,484,277,1
204,486,265,1
205,485,253,1
206,485,245,1
207,485,238,1
208,485,230,1
209,485,230,1
210,485,221,1
211,485,221,1
212,485,221,1
213,486,221,1
214,486,221,1
215,485,216,1
216,485,207,1
217,485,201,1
218,485,197,1
219,485,195,1
220,486,189,1
221,486,178,1
222,486,171,1
223,485,164,1
224,485,156,1
225,485,154,1
226,485,155,1
227,485,149,1
228,486,145,1
229,486,135,1
230,486,125,1
231,486,118,1
232,486,113,1
233,486,105,1
234,486,97,1
235,486,96,1
236,486,88,1
237,486,87,1
238,486,79,1
239,486,74,1
240,488,65,1
241,488,62,1
242,488,59,1
243,488,57,1
244,488,51,1
245,488,41,1
246,488,33,1
247,488,27,1
248,488,18,1
249,488,10,1
250,488,5,1
251,488,2,1
254,417,767,1
255,416,765,1
256,416,755,1
257,416,754,1
258,416,746,1
259,416,741,1
260,416,735,1
261,416,731,1
262,416,726,1
263,416,722,1
264,416,719,1
265,416,715,1
266,416,711,1
267,416,706,1
268,416,701,1
269,416,696,1
270,416,690,1
271,416,686,1
272,416,681,1
273,416,679,1
274,416,674,1
275,416,672,1
276,416,670,1
277,416,667,1
278,416,662,1
279,416,659,1
280,416,654,1
281,416,652,1
282,416,648,1
283,416,637,1
284,416,631,1
285,416,626,1
286,416,622,1
287,416,613,1
288,416,607,1
289,416,603,1
290,416,596,1
291,416,590,1
292,416,583,1
293,416,579,1
294,416,576,1
295,416,576,1
296,416,570,1
297,416,560,1
298,416,552,1
299,416,544,1
300,416,536,1
301,416,532,1
302,416,527,1
303,416,522,1
304,416,516,1
305,416,512,1
306,416,504,1
307,416,491,1
308,416,482,1
309,416,480,1
310,416,471,1
311,416,471,1
312,416,467,1
313,416,459,1
314,416,454,1
315,416,447,1
316,416,441,1
317,416,431,1
318,416,423,1
319,416,408,1
320,415,401,1
321,416,396,1
322,416,383,1
323,416,376,1
324,416,368,1
325,416,364,1
326,416,354,1
327,416,344,1
328,416,337,1
329,416,325,1
330,416,315,1
331,416,309,1
332,416,300,1
333,416,294,1
334,416,287,1
335,416,276,1
336,416,267,1
337,416,265,1
338,416,251,1
339,416,239,1
340,416,226,1
341,417,219,1
342,416,210,1
343,416,204,1
344,416,193,1
345,416,179,1
346,416,168,1
347,416,155,1
348,416,145,1
349,417,135,1
350,417,129,1
351,416,119,1
352,416,113,1
353,416,109,1
354,416,97,1
355,416,91,1
356,416,82,1
357,416,71,1
358,416,59,1
359,416,54,1
360,416,47,1
361,416,40,1
362,416,30,1
363,416,25,1
364,416,15,1
365,416,9,1
366,416,0,1
369,869,1371,1
370,869,1369,1
371,869,1371,1
372,869,1365,1
373,869,1363,1
374,869,1359,1
375,869,1354,1
376,869,1350,1
377,869,1347,1
378,869,1346,1
379,869,1342,1
380,869,1339,1
381,869,1334,1
382,869,1333,1
383,869,1329,1
384,869,1324,1
385,869,1324,1
386,869,1319,1
387,869,1315,1
388,869,1312,1
390,869,1301,1
391,869,1304,1
392,869,1301,1
393,869,1301,1
394,869,1295,1
395,869,1293,1
396,869,1288,1
397,869,1288,1
398,869,1286,1
1,90,797,2
2,90,794,2
3,90,807,2
4,90,816,2
5,90,829,2
6,90,835,2
7,90,839,2
8,90,845,2
9,90,852,2
10,90,864,2
11,90,876,2
12,90,884,2
13,90,889,2
14,90,894,2
15,90,902,2
16,90,911,2
17,90,915,2
18,90,917,2
19,90,922,2
20,90,932,2
21,90,942,2
22,90,952,2
23,90,961,2
24,90,977,2
25,90,983,2
26,90,991,2
27,90,993,2
28,90,997,2
29,90,1004,2
30,90,1004,2
31,90,1009,2
32,90,1013,2
33,90,1021,2
34,90,1031,2
35,90,1036,2
36,90,1041,2
37,90,1046,2
38,90,1047,2
39,90,1055,2
