tframe,y,x,track_no
1,90,1147,1
2,91,1147,1
3,90,1147,1
4,89,1147,1
5,90,1146,1
6,89,1143,1
7,91,1142,1
8,90,1139,1
9,90,1137,1
10,90,1134,1
11,90,1134,1
12,89,1134,1
13,89,1134,1
14,89,1133,1
15,90,1134,1
16,90,1133,1
17,90,1129,1
18,90,1120,1
19,89,1121,1
20,89,1129,1
21,90,1124,1
22,90,1125,1
25,367,1367,1
26,367,1351,1
27,367,1335,1
28,367,1325,1
29,367,1308,1
30,367,1297,1
31,367,1282,1
32,367,1280,1
33,367,1269,1
34,367,1261,1
35,367,1254,1
36,367,1252,1
37,367,1240,1
38,367,1231,1
39,367,1225,1
40,367,1223,1
41,367,1218,1
42,367,1215,1
43,367,1213,1
44,367,1210,1
45,367,1209,1
46,367,1206,1
47,367,1199,1
48,367,1198,1
49,367,1189,1
50,367,1184,1
51,367,1181,1
52,367,1177,1
53,367,1171,1
54,367,1167,1
55,367,1167,1
56,367,1163,1
57,367,1159,1
58,367,1142,1
59,367,1139,1
60,367,1135,1
61,367,1131,1
62,367,1123,1
63,367,1124,1
64,367,1113,1
65,367,1106,1
66,367,1101,1
67,367,1109,1
68,367,1105,1
69,367,1104,1
70,367,1103,1
71,367,1099,1
72,367,1098,1
73,367,1098,1
74,367,1096,1
75,367,1094,1
76,367,1091,1
77,367,1088,1
78,367,1085,1
79,367,1084,1
80,367,1080,1
81,367,1075,1
82,367,1075,1
83,367,1075,1
84,367,1073,1
85,367,1071,1
86,367,1065,1
87,367,1061,1
88,367,1059,1
89,367,1058,1
90,367,1057,1
91,367,1055,1
92,367,1050,1
93,367,1048,1
94,367,1046,1
95,367,1045,1
96,367,1043,1
97,367,1042,1
98,367,1042,1
99,367,1043,1
100,367,1041,1
101,367,1038,1
102,367,1035,1
103,367,1032,1
104,367,1030,1
105,367,1027,1
106,367,1022,1
107,367,1021,1
108,367,1018,1
109,367,1017,1
110,367,1010,1
111,367,1019,1
112,367,1013,1
113,367,1012,1
114,367,1010,1
115,367,1012,1
116,367,1000,1
117,367,1009,1
118,367,1002,1
119,367,1002,1
120,367,1003,1
121,367,1003,1
122,367,1009,1
123,367,998,1
124,367,998,1
125,367,996,1
126,367,994,1
127,367,993,1
128,367,992,1
129,367,990,1
130,367,990,1
131,367,990,1
132,367,989,1
133,367,986,1
134,367,986,1
135,367,982,1
136,367,980,1
137,367,977,1
138,367,977,1
139,367,975,1
140,367,973,1
141,367,969,1
142,367,967,1
143,367,966,1
144,367,963,1
145,367,961,1
146,367,958,1
147,367,957,1
148,367,956,1
149,367,956,1
150,367,954,1
151,367,952,1
152,367,953,1
153,367,952,1
154,367,951,1
155,367,950,1
156,367,948,1
157,367,946,1
158,367,945,1
159,367,943,1
160,366,941,1
161,366,939,1
162,367,937,1
163,367,936,1
164,367,932,1
165,367,928,1
166,367,926,1
167,367,924,1
168,367,923,1
169,367,920,1
170,367,911,1
171,367,910,1
172,367,908,1
173,367,904,1
174,367,902,1
175,367,899,1
176,367,895,1
177,367,893,1
178,367,891,1
179,367,889,1
180,368,884,1
181,368,880,1
182,368,876,1
183,367,876,1
184,367,875,1
185,367,874,1
186,367,871,1
187,367,869,1
188,367,866,1
189,367,863,1
190,367,859,1
191,368,857,1
192,368,853,1
193,368,850,1
194,368,844,1
195,368,840,1
196,368,839,1
197,368,837,1
198,368,833,1
199,368,831,1
200,368,829,1
201,368,826,1
202,368,824,1
203,368,821,1
204,368,818,1
205,368,816,1
206,368,814,1
207,368,812,1
208,368,808,1
209,368,810,1
210,368,810,1
211,368,808,1
212,368,805,1
213,368,805,1
214,368,803,1
215,368,801,1
216,368,802,1
217,368,802,1
218,368,800,1
219,368,799,1
220,368,798,1
221,368,796,1
222,368,793,1
223,368,791,1
224,368,789,1
225,368,788,1
226,368,784,1
227,368,783,1
228,368,782,1
229,368,781,1
230,368,779,1
231,368,777,1
232,368,776,1
233,368,773,1
234,368,770,1
235,368,767,1
236,368,766,1
237,368,764,1
238,368,761,1
239,368,758,1
240,368,756,1
241,369,755,1
242,369,754,1
243,369,751,1
244,368,749,1
245,368,745,1
246,368,742,1
247,368,739,1
248,368,736,1
249,368,733,1
250,368,732,1
251,368,729,1
252,368,726,1
253,368,721,1
254,368,719,1
255,368,717,1
256,368,714,1
257,368,712,1
258,368,710,1
259,368,707,1
260,368,705,1
261,368,701,1
262,368,702,1
263,368,697,1
264,368,692,1
265,368,690,1
266,368,688,1
267,368,584,1
268,368,581,1
269,368,578,1
270,368,576,1
271,369,573,1
272,369,573,1
273,369,571,1
274,369,569,1
275,369,566,1
276,369,564,1
277,369,561,1
278,369,559,1
279,369,558,1
280,369,556,1
281,369,556,1
282,369,554,1
283,369,550,1
284,369,546,1
285,369,544,1
286,369,543,1
287,369,540,1
288,369,537,1
289,369,534,1
290,369,529,1
291,369,526,1
292,369,523,1
293,369,522,1
294,369,518,1
295,369,516,1
296,369,514,1
297,369,512,1
298,369,511,1
299,369,510,1
300,369,506,1
301,369,505,1
302,369,503,1
303,369,502,1
304,369,501,1
305,369,503,1
306,369,503,1
307,369,501,1
308,369,499,1
309,369,494,1
310,369,495,1
311,369,494,1
312,369,488,1
313,369,486,1
314,368,480,1
315,368,478,1
316,368,476,1
317,368,476,1
318,368,474,1
319,368,473,1
320,368,475,1
321,368,471,1
322,368,469,1
323,368,467,1
324,368,466,1
325,368,465,1
326,368,460,1
327,368,456,1
328,368,457,1
329,368,452,1
330,368,453,1
331,368,451,1
332,368,448,1
333,368,447,1
334,368,444,1
335,368,441,1
336,368,442,1
337,369,441,1
338,369,438,1
339,369,433,1
340,369,430,1
341,369,429,1
342,369,424,1
343,369,420,1
344,369,417,1
345,369,416,1
346,369,411,1
347,369,405,1
348,369,402,1
349,369,402,1
350,369,399,1
351,369,400,1
352,369,399,1
353,369,396,1
354,369,396,1
355,369,398,1
356,369,396,1
357,369,396,1
358,368,393,1
359,368,393,1
360,368,391,1
361,368,391,1
362,368,391,1
363,368,392,1
364,368,392,1
365,368,391,1
366,368,391,1
367,368,388,1
368,368,381,1
369,368,381,1
370,368,376,1
371,368,375,1
372,368,369,1
373,368,364,1
374,368,363,1
375,368,351,1
376,368,345,1
377,368,343,1
378,368,338,1
379,368,334,1
380,368,333,1
381,368,330,1
382,368,326,1
383,368,322,1
384,368,316,1
385,368,312,1
386,368,308,1
387,368,301,1
388,368,297,1
389,368,295,1
390,368,295,1
391,368,290,1
392,368,283,1
393,368,278,1
394,368,274,1
395,368,272,1
396,368,271,1
397,368,269,1
398,368,264,1
399,368,260,1
400,368,257,1
401,368,254,1
402,368,249,1
405,199,1088,1
406,199,1084,1
407,198,1082,1
408,199,1082,1
409,199,1081,1
410,199,1082,1
411,199,1081,1
412,199,1081,1
413,199,1081,1
414,199,1087,1
415,199,1098,1
416,199,1096,1
417,198,1100,1
418,199,1106,1
419,199,1111,1
420,198,1107,1
421,198,1104,1
422,485,1104,1
423,485,1108,1
424,485,1118,1
425,485,1111,1
426,484,1116,1
427,484,1118,1
428,484,1118,1
429,484,1116,1
430,485,1101,1
431,485,1108,1
432,484,1109,1
433,484,1104,1
434,484,1097,1
435,484,1088,1
436,484,1081,1
437,484,1077,1
438,484,1074,1
439,484,1071,1
440,484,1063,1
441,484,1061,1
442,484,1059,1
443,484,1055,1
444,484,1053,1
445,484,1052,1
446,484,1052,1
447,484,1052,1
448,484,1049,1
449,484,1048,1
450,484,1047,1
451,484,1048,1
452,485,1051,1
453,485,1049,1
454,485,1052,1
455,485,10,1
1,369,226,2
2,369,221,2
3,369,219,2
4,370,213,2
5,369,211,2
6,369,211,2
7,369,211,2
8,369,209,2
9,369,209,2
10,369,203,2
11,369,199,2
12,369,199,2
13,369,194,2
14,369,185,2
15,371,180,2
16,370,180,2
17,370,174,2
18,370,173,2
19,370,172,2
20,370,172,2
21,371,172,2
22,370,171,2
23,370,166,2
24,370,166,2
25,370,166,2
26,370,160,2
27,371,157,2
28,371,153,2
29,371,154,2
30,371,153,2
31,371,152,2
32,371,149,2
33,371,146,2
36,1092,1368,2
37,1092,1357,2
38,1092,1341,2
39,1092,1330,2
40,1092,1325,2
41,1092,1319,2
42,1092,1319,2
43,1092,1310,2
44,1092,1302,2
45,1092,1305,2
46,1092,1295,2
47,1093,1298,2
48,1093,1294,2
49,1093,1289,2
50,1093,1288,2
51,1093,1285,2
52,1094,1282,2
53,1094,1276,2
54,1093,1277,2
55,1094,1274,2
56,1094,1266,2
57,1094,1263,2
58,1094,1259,2
59,1094,1255,2
60,1094,1252,2
61,1094,1244,2
62,1094,1238,2
63,1094,1235,2
64,1094,1231,2
65,1094,1226,2
66,1094,1223,2
67,1094,1221,2
68,1094,1219,2
69,1094,1214,2
70,1094,1207,2
71,1094,1199,2
72,1094,1188,2
73,1094,1180,2
74,1094,1177,2
75,1094,1175,2
76,1094,1171,2
77,1094,1168,2
78,1094,1158,2
79,1094,1146,2
80,1094,1142,2
81,1094,1138,2
82,1094,1133,2
83,1094,1128,2
84,1094,1119,2
85,1094,1107,2
86,1094,1106,2
87,1094,1098,2
88,1094,1088,2
89,1094,1084,2
90,1094,1079,2
91,1094,1076,2
92,1094,1068,2
93,1094,1063,2
94,1094,1058,2
95,1094,1054,2
96,1094,1051,2
