tframe,y,x,track_no
1,624,769,1
2,623,764,1
3,624,756,1
4,624,759,1
5,624,773,1
6,624,781,1
7,624,793,1
8,624,805,1
9,624,817,1
10,623,825,1
11,623,841,1
12,623,851,1
13,623,859,1
14,623,868,1
15,623,875,1
16,623,887,1
17,623,894,1
18,624,901,1
19,624,916,1
20,623,922,1
21,623,928,1
22,623,937,1
23,623,943,1
24,624,951,1
25,623,959,1
26,624,966,1
27,625,977,1
28,624,985,1
29,624,995,1
30,624,995,1
31,624,995,1
32,624,998,1
33,624,1004,1
34,625,1005,1
35,625,1010,1
36,625,1020,1
37,625,1029,1
38,625,1037,1
39,625,1043,1
40,625,1051,1
41,625,1055,1
42,625,1057,1
43,625,1069,1
44,624,1081,1
45,624,1083,1
46,624,1093,1
47,624,1099,1
48,624,1106,1
49,624,1104,1
50,624,1116,1
53,518,1373,1
54,518,1369,1
55,518,1361,1
56,518,1351,1
57,517,1345,1
58,517,1338,1
59,517,1334,1
60,517,1327,1
61,517,1323,1
62,517,1319,1
63,517,1314,1
64,517,1310,1
65,517,1303,1
66,517,1307,1
67,517,1307,1
68,517,1300,1
69,517,1294,1
70,517,1292,1
71,517,1290,1
72,517,1284,1
73,517,1281,1
74,517,1274,1
75,517,1271,1
76,517,1269,1
77,517,1265,1
78,517,1260,1
79,517,1255,1
80,517,1251,1
81,517,1248,1
82,517,1244,1
83,517,1239,1
84,517,1235,1
85,517,1231,1
86,517,1228,1
87,517,1223,1
88,517,1222,1
89,516,1217,1
90,517,1213,1
91,517,1211,1
92,517,1204,1
93,517,1202,1
94,517,1195,1
95,517,1193,1
96,517,1192,1
97,517,1193,1
98,517,1191,1
99,517,1193,1
100,517,1194,1
101,518,1190,1
102,518,1194,1
103,518,1187,1
104,518,1184,1
105,517,1178,1
106,517,1176,1
107,517,1171,1
108,517,1169,1
109,517,1164,1
110,516,1160,1
111,517,1157,1
112,517,1152,1
113,517,1148,1
114,517,1143,1
115,517,1139,1
116,517,1135,1
117,517,1133,1
118,517,1131,1
119,517,1124,1
120,517,1120,1
121,518,1115,1
122,517,1108,1
123,517,1106,1
124,517,1105,1
125,517,1104,1
126,517,1103,1
127,517,1102,1
128,517,1099,1
129,517,1097,1
130,517,1094,1
131,517,1093,1
132,518,1092,1
133,517,1092,1
134,517,1091,1
135,517,1091,1
136,517,1088,1
137,517,1083,1
138,517,1081,1
139,517,1079,1
140,517,1075,1
141,517,1072,1
142,517,1068,1
143,516,1066,1
144,516,1062,1
145,516,1061,1
146,516,1055,1
147,516,1051,1
148,516,1046,1
149,516,1042,1
150,516,1038,1
151,516,1036,1
152,517,1032,1
153,517,1018,1
154,517,1014,1
155,517,1008,1
156,517,999,1
157,517,994,1
158,517,993,1
159,517,986,1
160,517,980,1
161,517,973,1
162,517,965,1
163,517,955,1
164,517,948,1
165,517,945,1
166,517,941,1
167,517,939,1
168,517,938,1
169,517,934,1
170,517,929,1
171,517,929,1
172,517,927,1
173,517,923,1
174,517,918,1
175,517,915,1
176,517,912,1
177,517,910,1
178,517,905,1
179,517,899,1
180,516,895,1
181,516,891,1
182,516,884,1
183,516,880,1
184,517,875,1
185,517,871,1
186,517,869,1
187,517,865,1
188,517,859,1
189,516,855,1
190,517,849,1
191,516,845,1
192,516,842,1
193,516,841,1
194,516,839,1
195,516,835,1
196,517,831,1
197,517,827,1
198,517,819,1
199,517,812,1
200,517,807,1
201,516,800,1
202,516,795,1
203,516,793,1
204,516,789,1
205,516,785,1
206,516,781,1
207,516,778,1
208,516,776,1
209,515,774,1
210,514,774,1
211,514,772,1
212,514,768,1
213,514,764,1
214,514,758,1
215,513,754,1
216,513,751,1
217,513,746,1
218,513,741,1
219,512,736,1
220,512,732,1
221,512,728,1
1,1026,1296,2
2,1026,1288,2
3,1026,1285,2
4,1025,1277,2
5,1025,1270,2
6,1026,1264,2
7,1026,1258,2
8,1026,1250,2
9,1026,1242,2
10,1027,1236,2
11,1026,1229,2
12,1026,1223,2
13,1026,1217,2
14,1026,1207,2
15,1026,1197,2
16,1026,1190,2
17,1026,1178,2
18,1026,1171,2
19,1026,1166,2
20,1026,1161,2
21,1026,1156,2
22,1026,1156,2
23,1026,1150,2
24,1026,1143,2
25,1025,1138,2
26,1026,1128,2
27,1026,1112,2
28,1026,1105,2
29,1025,1099,2
30,1027,1091,2
31,1027,1084,2
32,1027,1078,2
33,1027,1070,2
34,1027,1065,2
35,1027,1057,2
36,1027,1048,2
37,1027,1044,2
38,1026,1038,2
39,1026,1032,2
40,1026,1028,2
41,1027,1014,2
42,1026,1003,2
43,1026,998,2
44,1027,991,2
45,1027,984,2
46,1027,980,2
47,1026,972,2
48,1026,963,2
49,1026,957,2
50,1026,948,2
51,1026,940,2
52,1026,934,2
53,1026,928,2
54,1026,916,2
56,1027,902,2
57,1027,895,2
58,1027,891,2
59,1026,886,2
60,1026,879,2
61,1026,872,2
62,1026,863,2
63,1026,856,2
64,1025,847,2
65,1027,841,2
66,1027,834,2
67,1027,830,2
68,1027,824,2
69,1027,818,2
70,1027,813,2
71,1027,809,2
72,1027,803,2
73,1027,799,2
74,1027,793,2
75,1027,789,2
76,1028,783,2
77,1027,778,2
78,1026,777,2
79,1027,772,2
80,1028,769,2
81,1027,762,2
82,1027,756,2
83,1027,751,2
84,1027,744,2
85,1028,739,2
86,1028,730,2
87,1028,725,2
88,1028,721,2
89,1028,715,2
91,1028,705,2
92,1027,699,2
93,1027,693,2
94,1028,689,2
95,1028,684,2
96,1028,678,2
97,1028,672,2
98,1028,667,2
99,1027,661,2
100,1027,654,2
101,1027,650,2
102,1028,644,2
103,1028,638,2
104,1028,632,2
105,1028,625,2
106,1028,617,2
107,1027,613,2
108,1027,607,2
109,1027,607,2
110,1027,602,2
111,1027,597,2
112,1027,591,2
113,1027,587,2
114,1027,581,2
115,1027,577,2
116,1027,572,2
117,1027,568,2
118,1027,562,2
119,1027,558,2
120,1027,554,2
121,1027,550,2
122,1027,544,2
123,1027,537,2
124,1027,529,2
125,1026,524,2
126,1025,520,2
127,1025,516,2
128,1025,507,2
129,1025,501,2
130,1025,497,2
131,1025,483,2
132,1025,479,2
133,1025,472,2
134,1025,463,2
135,1025,455,2
136,1025,448,2
137,1025,441,2
138,1025,431,2
139,1025,423,2
140,1025,415,2
141,1025,408,2
142,1025,400,2
143,1025,390,2
144,1025,380,2
145,1025,373,2
146,1025,359,2
147,1025,347,2
148,1025,337,2
149,1025,325,2
150,1025,317,2
151,1025,310,2
152,1025,302,2
153,1025,294,2
154,1025,289,2
155,1025,281,2
156,1025,272,2
157,1025,262,2
158,1025,252,2
159,1025,245,2
160,1025,237,2
161,1025,228,2
162,1025,218,2
163,1025,213,2
164,1024,203,2
165,1024,192,2
166,1025,187,2
167,1024,175,2
168,1024,170,2
169,1024,158,2
170,1024,156,2
171,1024,149,2
172,1024,141,2
173,1024,128,2
174,1024,125,2
175,1024,117,2
176,1024,113,2
177,1024,104,2
178,1024,97,2
179,1024,90,2
180,1024,81,2
181,1024,75,2
182,1024,67,2
183,1024,60,2
184,1024,53,2
185,1024,49,2
186,1024,41,2
187,1024,36,2
188,1024,27,2
189,1024,14,2
190,1024,7,2
191,1024,0,2
194,622,787,2
195,722,779,2
1,947,771,3
2,947,765,3
3,947,757,3
4,947,755,3
5,947,750,3
6,948,748,3
7,948,745,3
8,946,743,3
9,946,739,3
10,947,736,3
11,946,731,3
12,946,729,3
13,946,725,3
14,946,721,3
15,945,715,3
16,945,709,3
17,945,706,3
18,946,703,3
19,945,699,3
20,945,699,3
21,945,695,3
22,945,690,3
23,945,689,3
24,945,685,3
25,946,679,3
26,946,670,3
27,945,665,3
28,945,658,3
29,945,655,3
30,945,651,3
31,946,650,3
32,946,647,3
33,946,645,3
34,946,636,3
35,946,629,3
36,946,623,3
37,946,621,3
38,946,614,3
39,946,609,3
40,946,604,3
41,946,504,3
42,946,504,3
43,947,504,3
44,947,504,3
45,946,504,3
46,947,502,3
47,945,598,3
48,947,596,3
49,947,595,3
50,947,593,3
51,947,589,3
52,947,588,3
53,947,587,3
54,947,583,3
55,948,577,3
56,947,573,3
57,947,569,3
58,947,567,3
59,947,564,3
60,947,561,3
61,947,556,3
62,947,552,3
63,947,551,3
64,947,545,3
65,947,543,3
66,947,541,3
67,947,537,3
68,947,534,3
69,947,527,3
70,947,521,3
71,947,518,3
72,947,514,3
73,947,513,3
74,947,504,3
75,947,497,3
76,947,491,3
77,947,487,3
78,947,482,3
79,947,477,3
80,947,470,3
81,947,460,3
82,947,453,3
83,947,445,3
84,947,441,3
85,947,432,3
86,947,424,3
87,947,420,3
88,947,419,3
89,947,409,3
90,946,401,3
91,947,393,3
92,947,381,3
93,947,376,3
94,947,370,3
95,947,362,3
96,947,357,3
97,947,349,3
98,947,343,3
99,947,339,3
100,947,329,3
101,948,324,3
102,947,317,3
103,947,309,3
104,947,306,3
105,947,293,3
106,947,286,3
