tframe,y,x,track_no
1,721,587,1
2,721,596,1
3,721,583,1
4,721,574,1
5,721,566,1
6,721,566,1
7,721,559,1
8,721,575,1
9,721,584,1
10,721,593,1
11,721,601,1
12,721,608,1
14,721,646,1
15,721,658,1
16,722,665,1
17,722,671,1
18,722,675,1
19,722,684,1
20,722,689,1
21,722,697,1
22,723,705,1
23,722,717,1
24,722,730,1
25,722,746,1
26,722,765,1
27,722,781,1
28,722,791,1
29,722,794,1
30,722,805,1
31,722,833,1
32,722,839,1
33,722,848,1
34,722,859,1
35,722,871,1
36,722,884,1
37,722,889,1
38,722,894,1
39,722,903,1
40,722,902,1
41,722,907,1
42,722,917,1
43,722,919,1
44,722,939,1
45,722,953,1
46,722,957,1
47,722,962,1
48,722,969,1
49,723,984,1
50,723,997,1
51,723,997,1
52,723,1004,1
55,722,1036,1
56,723,1048,1
57,723,1059,1
58,723,1071,1
59,723,1084,1
60,723,1096,1
61,723,1096,1
62,723,1001,1
64,723,1123,1
65,723,1122,1
66,723,1143,1
67,723,1147,1
68,723,1146,1
69,723,1160,1
70,723,1173,1
71,723,1186,1
72,723,1207,1
73,723,1216,1
74,723,1232,1
75,723,1250,1
76,723,1260,1
77,723,1274,1
78,723,1289,1
79,723,1306,1
80,723,1311,1
81,723,1325,1
83,722,1350,1
84,722,1362,1
85,722,1371,1
90,16,1371,1
92,157,1289,1
93,157,1375,1
94,157,1364,1
95,158,1350,1
96,157,1345,1
97,158,1338,1
98,159,1325,1
99,158,1319,1
100,158,1315,1
101,158,1313,1
102,158,1305,1
103,158,1305,1
104,158,1289,1
105,158,1283,1
106,158,1267,1
107,158,1259,1
108,158,1240,1
109,158,1242,1
110,158,1225,1
111,158,1221,1
112,158,1213,1
113,158,1206,1
114,158,1201,1
115,158,1195,1
116,158,1194,1
117,158,1187,1
118,158,1170,1
119,158,1164,1
120,158,1163,1
121,158,1147,1
122,158,1157,1
123,158,1138,1
124,158,1122,1
125,158,1120,1
126,158,1112,1
127,158,1103,1
128,158,1097,1
129,158,1089,1
130,158,1082,1
131,158,1069,1
132,158,1059,1
133,158,1045,1
134,158,1038,1
135,158,1023,1
136,158,1017,1
137,159,1014,1
138,158,1004,1
139,159,988,1
140,158,969,1
141,158,956,1
142,158,942,1
143,158,924,1
144,158,912,1
145,158,905,1
146,159,900,1
147,159,889,1
148,159,877,1
149,158,868,1
150,158,861,1
151,158,852,1
152,158,842,1
153,158,834,1
154,158,824,1
155,158,802,1
156,158,789,1
157,159,776,1
158,159,764,1
159,159,752,1
160,158,732,1
161,158,715,1
162,159,712,1
163,159,681,1
164,158,667,1
165,160,653,1
166,160,640,1
167,160,634,1
168,160,612,1
169,160,602,1
170,160,585,1
171,161,567,1
172,160,554,1
173,160,544,1
174,160,537,1
175,161,524,1
176,161,514,1
177,162,507,1
178,161,495,1
179,161,476,1
180,162,461,1
181,162,444,1
182,162,445,1
183,162,437,1
184,162,424,1
185,162,405,1
186,162,404,1
187,162,378,1
188,162,365,1
189,162,347,1
190,161,337,1
191,162,325,1
192,161,317,1
193,161,318,1
194,162,305,1
195,162,294,1
196,161,293,1
197,160,281,1
198,161,261,1
199,161,265,1
200,161,253,1
201,161,245,1
202,161,230,1
203,160,217,1
204,162,199,1
205,161,194,1
206,160,176,1
207,160,167,1
1,96,1361,2
3,98,1368,2
4,98,1360,2
5,98,1347,2
6,98,1340,2
7,98,1328,2
8,97,1320,2
9,97,1318,2
10,96,1305,2
11,97,1290,2
12,97,1284,2
13,96,1265,2
14,97,1252,2
15,97,1239,2
16,97,1227,2
17,96,1222,2
18,96,1215,2
20,97,1207,2
21,96,1199,2
22,96,1184,2
23,96,1178,2
24,96,1165,2
25,96,1159,2
26,96,1158,2
27,96,1139,2
28,96,1133,2
29,96,1120,2
32,474,1368,2
33,475,1359,2
34,475,1354,2
35,475,1345,2
36,475,1334,2
37,475,1325,2
38,475,1320,2
39,475,1303,2
40,475,1305,2
41,475,1304,2
42,475,1305,2
43,475,1304,2
44,475,1304,2
45,475,1304,2
46,475,1303,2
47,475,1304,2
48,475,1303,2
49,475,1304,2
50,475,1304,2
51,475,1303,2
52,475,1302,2
53,475,1304,2
54,475,1304,2
55,475,1304,2
56,475,1303,2
57,475,1301,2
58,475,1301,2
59,475,1305,2
60,475,1301,2
61,475,1301,2
62,475,1305,2
63,475,1301,2
64,475,1301,2
65,475,1303,2
66,475,1303,2
67,475,1301,2
68,477,1301,2
69,476,1294,2
70,477,1294,2
71,477,1290,2
72,477,1286,2
