tframe,y,x,track_no
1,798,1355,1
2,798,1359,1
3,797,1359,1
4,798,1358,1
5,798,1358,1
6,798,1359,1
7,798,1363,1
10,798,1363,1
11,798,1363,1
12,798,1363,1
13,798,1361,1
14,798,1356,1
15,798,1352,1
16,798,1350,1
17,798,1345,1
18,798,1335,1
19,798,1329,1
20,798,1328,1
21,798,1322,1
22,798,1320,1
23,798,1317,1
24,798,1318,1
25,798,1317,1
26,798,1316,1
27,798,1316,1
28,798,1318,1
29,798,1318,1
30,798,1316,1
31,798,1321,1
32,798,1324,1
33,798,1326,1
34,798,1329,1
35,798,1329,1
36,798,1331,1
37,799,1335,1
38,799,1337,1
39,798,1341,1
40,798,1344,1
41,798,1349,1
42,799,1351,1
43,799,1353,1
44,799,1357,1
45,799,1361,1
48,241,0,1
49,240,0,1
50,240,10,1
51,240,16,1
52,239,23,1
53,239,35,1
54,239,41,1
55,239,42,1
56,240,48,1
57,239,54,1
58,239,57,1
59,240,58,1
60,240,58,1
61,237,57,1
62,237,58,1
63,237,59,1
64,237,66,1
65,237,69,1
66,238,83,1
67,238,81,1
68,238,86,1
69,238,88,1
70,238,89,1
71,238,91,1
72,238,97,1
73,238,94,1
74,239,98,1
75,239,98,1
76,239,98,1
77,239,99,1
78,238,98,1
79,238,100,1
80,238,100,1
81,238,100,1
82,238,100,1
83,238,1003,1
84,238,97,1
85,238,97,1
86,238,94,1
87,238,88,1
88,238,84,1
89,238,78,1
90,238,83,1
91,238,78,1
92,238,78,1
93,238,78,1
94,238,75,1
95,238,73,1
96,238,76,1
97,238,75,1
98,238,77,1
99,238,78,1
100,238,78,1
101,238,77,1
102,238,78,1
103,238,77,1
104,238,77,1
105,238,77,1
106,239,78,1
107,239,78,1
108,239,80,1
109,239,80,1
110,239,80,1
111,239,78,1
112,239,78,1
113,239,71,1
114,239,70,1
115,239,74,1
116,239,70,1
117,238,70,1
118,238,69,1
119,238,71,1
120,238,71,1
121,238,70,1
122,238,70,1
123,238,68,1
124,239,70,1
125,239,64,1
126,238,55,1
127,238,56,1
128,238,54,1
129,238,50,1
130,238,50,1
131,238,51,1
132,238,49,1
133,239,49,1
134,239,47,1
135,239,49,1
136,238,49,1
137,239,49,1
138,239,49,1
139,239,49,1
140,238,49,1
141,239,49,1
142,239,498,1
143,240,500,1
144,239,499,1
145,239,503,1
146,239,502,1
147,239,503,1
148,239,503,1
149,239,503,1
150,239,503,1
151,239,503,1
152,239,503,1
153,238,503,1
154,238,503,1
155,238,503,1
156,239,501,1
157,239,500,1
158,239,499,1
159,238,499,1
160,238,500,1
161,238,499,1
162,238,498,1
163,238,500,1
164,238,497,1
165,238,496,1
166,238,497,1
167,238,490,1
168,239,486,1
169,238,486,1
170,239,482,1
171,239,483,1
172,239,479,1
173,239,477,1
174,239,473,1
175,239,464,1
176,239,460,1
177,239,455,1
178,239,450,1
179,239,448,1
180,238,444,1
181,238,445,1
182,238,444,1
183,238,440,1
184,238,437,1
185,238,434,1
186,238,430,1
187,238,425,1
188,238,424,1
189,238,416,1
190,238,413,1
191,237,407,1
192,238,405,1
193,238,405,1
194,238,404,1
195,238,405,1
196,239,405,1
197,238,407,1
198,238,403,1
199,238,398,1
200,238,397,1
201,238,397,1
202,238,397,1
203,238,397,1
204,238,398,1
205,238,401,1
206,238,400,1
207,238,402,1
208,238,406,1
209,239,406,1
210,238,405,1
211,238,407,1
212,238,406,1
213,238,406,1
214,238,406,1
215,238,405,1
216,239,402,1
217,239,401,1
218,238,403,1
219,239,405,1
220,239,405,1
221,239,403,1
222,239,405,1
223,239,403,1
224,239,404,1
225,239,406,1
226,238,405,1
227,239,405,1
228,239,405,1
229,238,403,1
230,239,406,1
231,238,406,1
232,238,405,1
233,238,404,1
234,239,406,1
235,239,405,1
236,238,404,1
237,238,403,1
238,238,405,1
239,238,404,1
240,238,403,1
241,238,404,1
242,238,403,1
243,238,403,1
244,238,402,1
245,238,401,1
246,238,403,1
247,238,401,1
248,238,399,1
249,238,399,1
250,238,397,1
251,238,399,1
252,238,400,1
253,238,399,1
254,238,400,1
255,238,407,1
256,238,410,1
257,238,411,1
258,238,411,1
259,238,411,1
260,238,414,1
261,238,417,1
262,238,422,1
263,238,423,1
264,239,434,1
265,239,435,1
266,237,441,1
267,237,444,1
268,237,447,1
269,238,444,1
270,239,454,1
271,238,457,1
272,238,462,1
273,238,465,1
274,238,467,1
275,238,470,1
276,238,478,1
277,238,484,1
278,238,488,1
279,238,490,1
280,238,491,1
281,238,495,1
282,238,496,1
283,238,500,1
284,238,500,1
285,238,508,1
286,238,506,1
287,238,501,1
288,238,499,1
289,238,497,1
290,238,496,1
291,238,490,1
292,238,492,1
293,238,488,1
294,238,484,1
295,238,484,1
296,238,478,1
297,239,473,1
298,238,465,1
299,239,461,1
300,238,455,1
301,238,453,1
302,238,448,1
303,239,445,1
304,239,442,1
305,239,436,1
306,238,435,1
307,239,433,1
308,239,428,1
309,239,424,1
310,239,418,1
311,239,413,1
312,239,408,1
313,238,402,1
314,239,399,1
315,239,397,1
316,239,393,1
317,239,397,1
318,238,393,1
319,238,393,1
320,238,391,1
321,238,393,1
322,239,393,1
323,238,393,1
324,238,398,1
325,238,398,1
326,238,397,1
327,238,398,1
328,238,399,1
329,239,398,1
330,239,397,1
331,238,401,1
332,238,405,1
333,238,406,1
334,238,403,1
335,238,409,1
336,238,413,1
337,239,425,1
338,239,421,1
339,238,421,1
340,238,436,1
341,238,434,1
342,238,435,1
343,238,439,1
344,238,445,1
345,238,449,1
346,238,451,1
347,239,457,1
348,239,457,1
349,238,458,1
350,237,463,1
351,238,468,1
352,239,467,1
353,239,465,1
354,238,465,1
