"subtrack_length","mean_displacement","mean_maxdisplacement"
1,7.89038178924268,7.89038178924268
2,7.58641069886309,10.6615970220782
3,8.90663624955235,12.6952198498371
4,9.47354856821565,14.349172175217
5,10.294545207198,15.7439311331694
6,10.890813846443,16.9736182243155
7,11.5051111346529,18.0376179075438
8,12.1294064105727,19.0021271233031
9,12.6411682638252,19.8611445446128
10,13.1603945106891,20.6014235582649
11,13.5410091838462,21.2588511279909
12,13.8442925454407,21.8287004962789
13,14.3208193463891,22.3988795877846
14,14.6436687672264,22.9652884195608
15,15.0119700366383,23.4933544230039
16,15.2088785675559,23.9420561198216
17,15.5821963654352,24.445549513062
18,15.7905569400676,24.9491079570396
19,15.9959786794434,25.3690123462113
20,16.285710510504,25.8366189197372
