"subtrack_length","mean_displacement","mean_maxdisplacement"
1,11.871897400832,11.871897400832
2,9.92144703537003,15.3057511809768
3,13.2669392875346,18.096038436918
4,13.365980016932,20.3575066613503
5,15.8788238951124,22.5408716090666
6,16.5245242678773,24.4759997253684
7,18.6368119200306,26.3933786916115
8,19.5558992275553,28.1706184275316
9,21.3803799200344,29.8816665714021
10,22.26090398621,31.4569400976076
11,23.8148025825452,32.9079264504449
12,24.6481234855196,34.3003199897523
13,25.9778814657722,35.612959979209
14,26.8856828950082,36.9407289666948
15,28.080120110251,38.1802526881511
16,28.8099142345333,39.3307611276132
17,29.962456328141,40.4804984396715
18,30.6773998643749,41.6208967411264
19,31.5982061823317,42.7266465396074
20,32.3460622481049,43.7577945024928
