"subtrack_length","mean_displacement","mean_maxdisplacement"
1,29.235310540961,29.235310540961
2,33.6992649643581,45.8264176822453
3,37.8452378695215,62.222826006692
4,41.8773913605703,78.6980544670109
5,45.7613580114987,95.1882617493365
6,44.1111762629421,106.276582483629
7,47.8396295287486,117.404285574857
8,51.6724577356817,128.587560032653
9,55.3104375099999,139.840324682028
10,58.8581377081468,151.052765152154
11,62.3061249506969,162.247311801879
12,65.2716677931993,173.072637540867
13,68.6092765803988,183.934374762539
14,71.8959632364643,194.836889906684
15,75.1665792733914,205.76749672346
16,78.3836587612477,216.775104221649
17,81.5793140439879,227.880209855165
18,84.7760053362254,239.049703816094
19,87.9245767954201,250.291732585908
20,90.9982923217617,261.576538102392
