"subtrack_length","mean_displacement","mean_maxdisplacement"
1,4.18588050953137,4.18588050953137
2,7.52833805638368,7.77161101084062
3,10.8457918237613,11.2246627301449
4,14.0868094492567,14.5985678684283
5,17.2745799166699,17.9091694357146
6,20.3960081368396,21.1508152593595
7,23.4626078533258,24.3414097026342
8,26.4742641133903,27.4786616193442
9,29.4428530798595,30.5795286574172
10,32.3547222008085,33.6247963992856
11,35.2229216700603,36.6331543959154
12,38.0557991998295,39.6069368399822
13,40.8390244749733,42.5449293912776
14,43.5824548611492,45.445736026457
15,46.3039938543797,48.320064464548
16,48.9779248009287,51.1581876541597
17,51.6075570705645,53.9629264613363
18,54.1990774080631,56.7329750488152
19,56.7548280486913,59.4724563263018
20,59.2823106420805,62.1804665873564
