"subtrack_length","mean_displacement","mean_maxdisplacement"
1,3.87317836309665,3.87317836309665
2,7.12231630813787,7.30753553146671
3,10.3379426947712,10.6357114743074
4,13.527619585324,13.9104432439549
5,16.6841719861126,17.1439476092449
6,19.8026812559821,20.3352357738354
7,22.8758120559875,23.4823731155632
8,25.9059377332531,26.5940578127213
9,28.8902924583393,29.6656704212568
10,31.8436105409528,32.7011416366205
11,34.7512636211074,35.6997904015803
12,37.6255360067175,38.6671959440508
13,40.4637191414422,41.6024281782849
14,43.2743599511719,44.5072783917906
15,46.0462016417707,47.3813688685638
16,48.7880617603621,50.2243424729499
17,51.4935056367319,53.0345222123208
18,54.1636530918651,55.8175062413874
19,56.7964135159574,58.5674604984418
20,59.4044460185839,61.2897767795472
