"subtrack_length","mean_displacement","mean_maxdisplacement"
1,8.25562883663493,8.25562883663493
2,16.092118765709,16.2226190726644
3,23.8661561217775,24.0947427124731
4,31.5442135626247,31.8711193906403
5,39.1047901147057,39.5541306335011
6,46.5487301629194,47.140680935476
7,53.8545492499819,54.6258027462128
8,61.0277240763488,62.0044163906874
9,68.0663945980253,69.2858050939584
10,74.9788213648604,76.4711423467045
11,81.7802280402426,83.5601030754538
12,88.4742105747315,90.5605144451328
13,95.0815502533298,97.4822710287796
14,101.612196932101,104.326206102828
15,108.083648068399,111.095629312945
16,114.51891253019,117.810622842773
17,120.925657871147,124.470260793773
18,127.305275378596,131.076360060029
19,133.674774087016,137.632897101571
20,140.031824374552,144.142706365394
